"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"html-keyboard-response","9","39341","0.0-5.0-2.1","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1300","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3","NOW"
"html-keyboard-response","10","39595","0.0-5.0-3.1","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3",""
"html-keyboard-response","11","40099","0.0-5.0-1.2","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","12","41201","0.0-5.0-2.2","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1099","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1","NOW"
"html-keyboard-response","13","41454","0.0-5.0-3.2","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$31<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1",""
"html-keyboard-response","14","41957","0.0-5.0-1.3","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","15","43401","0.0-5.0-2.3","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1440","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3","NOW"
"html-keyboard-response","16","43654","0.0-5.0-3.3","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$41<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3",""
"html-keyboard-response","17","44157","0.0-5.0-1.4","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","18","44939","0.0-5.0-2.4","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","780","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$55<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br><br>now","$75<br>in<br>6 weeks","1","55","75","6","THEN"
"html-keyboard-response","19","45192","0.0-5.0-3.4","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$55<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br><br>now","$75<br>in<br>6 weeks","1","55","75","6",""
"html-keyboard-response","20","45694","0.0-5.0-1.5","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","21","46821","0.0-5.0-2.5","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1125","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1","NOW"
"html-keyboard-response","22","47075","0.0-5.0-3.5","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$20<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1",""
"html-keyboard-response","23","47576","0.0-5.0-1.6","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","24","48663","0.0-5.0-2.6","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1086","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br><br>now","$85<br>in<br>12 weeks","0","80","85","12","THEN"
"html-keyboard-response","25","48915","0.0-5.0-3.6","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br><br>now","$85<br>in<br>12 weeks","0","80","85","12",""
"html-keyboard-response","26","49417","0.0-5.0-1.7","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","27","50943","0.0-5.0-2.7","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1525","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$22<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12","NOW"
"html-keyboard-response","28","51197","0.0-5.0-3.7","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12",""
"html-keyboard-response","29","51700","0.0-5.0-1.8","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","30","53726","0.0-5.0-2.8","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","2025","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$49<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br><br>now","$60<br>in<br>6 weeks","1","49","60","6","NOW"
"html-keyboard-response","31","53979","0.0-5.0-3.8","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br><br>now","$60<br>in<br>6 weeks","1","49","60","6",""
"html-keyboard-response","32","54482","0.0-5.0-1.9","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","33","55362","0.0-5.0-2.9","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","879","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br><br>now</div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11<br><br>now","$30<br>in<br>2 weeks","0","11","30","2","NOW"
"html-keyboard-response","34","55616","0.0-5.0-3.9","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$11<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11<br><br>now","$30<br>in<br>2 weeks","0","11","30","2",""
"html-keyboard-response","35","56118","0.0-5.0-1.10","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","36","57038","0.0-5.0-2.10","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","917","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12","NOW"
"html-keyboard-response","37","57292","0.0-5.0-3.10","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12",""
"html-keyboard-response","38","57794","0.0-5.0-1.11","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","39","58829","0.0-5.0-2.11","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1033","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$78<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$78<br><br>now","$80<br>in<br>12 weeks","1","78","80","12","THEN"
"html-keyboard-response","40","59081","0.0-5.0-3.11","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$78<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$78<br><br>now","$80<br>in<br>12 weeks","1","78","80","12",""
"html-keyboard-response","41","59583","0.0-5.0-1.12","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","42","60793","0.0-5.0-2.12","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1208","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br><br>now</div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br><br>now","$30<br>in<br>6 weeks","0","25","30","6","NOW"
"html-keyboard-response","43","61045","0.0-5.0-3.12","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br><br>now","$30<br>in<br>6 weeks","0","25","30","6",""
"html-keyboard-response","44","61548","0.0-5.0-1.13","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","45","62668","0.0-5.0-2.13","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1117","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12","NOW"
"html-keyboard-response","46","62922","0.0-5.0-3.13","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12",""
"html-keyboard-response","47","63424","0.0-5.0-1.14","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","48","64790","0.0-5.0-2.14","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","1364","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","NOW"
"html-keyboard-response","49","65043","0.0-5.0-3.14","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12",""
"html-keyboard-response","50","65546","0.0-5.0-1.15","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","51","66361","0.0-5.0-2.15","5f932e6a3ceaf50d5768745b","bdp_td","Mon Mar 27 2023 13:42:35 GMT-0400 (Eastern Daylight Time)","87432","","","","offer","","","812","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$67<br><br>now","$75<br>in<br>12 weeks","0","67","75","12","NOW"
