"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen","numBlurs"
"html-keyboard-response","13","58703","0.0-5.0-1.3","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","14","62019","0.0-5.0-2.3","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","3315","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2","THEN",""
"html-keyboard-response","15","62271","0.0-5.0-3.3","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2","",""
"html-keyboard-response","16","62773","0.0-5.0-1.4","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","17","67657","0.0-5.0-2.4","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","4884","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br><br>now","$75<br>in<br>3 weeks","0","41","75","3","NOW",""
"html-keyboard-response","18","67909","0.0-5.0-3.4","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$41<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","0","41","75","3","",""
"html-keyboard-response","19","68410","0.0-5.0-1.5","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","20","69919","0.0-5.0-2.5","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","1508","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br><br>now","$85<br>in<br>12 weeks","0","80","85","12","NOW",""
"html-keyboard-response","21","70170","0.0-5.0-3.5","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br><br>now","$85<br>in<br>12 weeks","0","80","85","12","",""
"html-keyboard-response","22","70671","0.0-5.0-1.6","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","23","72399","0.0-5.0-2.6","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","1727","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br><br>now</div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br><br>now","$25<br>in<br>3 weeks","0","14","25","3","NOW",""
"html-keyboard-response","24","72650","0.0-5.0-3.6","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$14<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br><br>now","$25<br>in<br>3 weeks","0","14","25","3","",""
"html-keyboard-response","25","73151","0.0-5.0-1.7","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","26","74683","0.0-5.0-2.7","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","1530","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12","NOW",""
"html-keyboard-response","27","74935","0.0-5.0-3.7","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12","",""
"html-keyboard-response","28","75437","0.0-5.0-1.8","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","29","77361","0.0-5.0-2.8","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","1923","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2","THEN",""
"html-keyboard-response","30","77613","0.0-5.0-3.8","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2","",""
"html-keyboard-response","31","78114","0.0-5.0-1.9","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","32","79598","0.0-5.0-2.9","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","1483","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12","NOW",""
"html-keyboard-response","33","79850","0.0-5.0-3.9","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12","",""
"html-keyboard-response","34","80351","0.0-5.0-1.10","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","35","81430","0.0-5.0-2.10","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","1078","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$19<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br><br>now","$25<br>in<br>6 weeks","1","19","25","6","NOW",""
"html-keyboard-response","36","81682","0.0-5.0-3.10","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$19<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19<br><br>now","$25<br>in<br>6 weeks","1","19","25","6","",""
"html-keyboard-response","37","82184","0.0-5.0-1.11","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","38","84314","0.0-5.0-2.11","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","2130","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1","THEN",""
"html-keyboard-response","39","84565","0.0-5.0-3.11","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>1 week</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1","",""
"html-keyboard-response","40","85066","0.0-5.0-1.12","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","41","87052","0.0-5.0-2.12","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","1985","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'>$31<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br><br>now","$85<br>in<br>1 week","1","31","85","1","THEN",""
"html-keyboard-response","42","87304","0.0-5.0-3.12","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>1 week</font></div></div><div class='cr'><div class='vertical-center'>$31<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br><br>now","$85<br>in<br>1 week","1","31","85","1","",""
"html-keyboard-response","43","87805","0.0-5.0-1.13","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","44","90068","0.0-5.0-2.13","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","2262","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3","NOW",""
"html-keyboard-response","45","90320","0.0-5.0-3.13","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$24<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3","",""
"html-keyboard-response","46","90821","0.0-5.0-1.14","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","47","92708","0.0-5.0-2.14","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","1885","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3","NOW",""
"html-keyboard-response","48","92959","0.0-5.0-3.14","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3","",""
"html-keyboard-response","49","93461","0.0-5.0-1.15","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","50","95083","0.0-5.0-2.15","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","1620","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12","NOW",""
"html-keyboard-response","51","95334","0.0-5.0-3.15","5f9873550513db147c9d2958","bdp_td","Sat Mar 25 2023 22:07:26 GMT-0400 (Eastern Daylight Time)","124536","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12","",""
