"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen","numBlurs"
"html-keyboard-response","9","32282","0.0-5.0-3.1","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12","",""
"html-keyboard-response","10","32785","0.0-5.0-1.2","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","11","35834","0.0-5.0-2.2","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","3047","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40<br><br>now","$55<br>in<br>6 weeks","0","40","55","6","THEN",""
"html-keyboard-response","12","36085","0.0-5.0-3.2","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40<br><br>now","$55<br>in<br>6 weeks","0","40","55","6","",""
"html-keyboard-response","13","36587","0.0-5.0-1.3","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","14","38318","0.0-5.0-2.3","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","1730","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$15<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15<br><br>now","$35<br>in<br>2 weeks","1","15","35","2","THEN",""
"html-keyboard-response","15","38570","0.0-5.0-3.3","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$15<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","1","15","35","2","",""
"html-keyboard-response","16","39073","0.0-5.0-1.4","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","17","40927","0.0-5.0-2.4","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","1852","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12","NOW",""
"html-keyboard-response","18","41179","0.0-5.0-3.4","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12","",""
"html-keyboard-response","19","41680","0.0-5.0-1.5","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","20","45015","0.0-5.0-2.5","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","3333","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br><br>now</div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br><br>now","$25<br>in<br>3 weeks","0","14","25","3","THEN",""
"html-keyboard-response","21","45267","0.0-5.0-3.5","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br><br>now","$25<br>in<br>3 weeks","0","14","25","3","",""
"html-keyboard-response","22","45769","0.0-5.0-1.6","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","23","46739","0.0-5.0-2.6","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","968","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2","THEN",""
"html-keyboard-response","24","46991","0.0-5.0-3.6","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2","",""
"html-keyboard-response","25","47493","0.0-5.0-1.7","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","26","49754","0.0-5.0-2.7","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","2260","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$47<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$47<br><br>now","$50<br>in<br>12 weeks","1","47","50","12","NOW",""
"html-keyboard-response","27","50007","0.0-5.0-3.7","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$47<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$47<br><br>now","$50<br>in<br>12 weeks","1","47","50","12","",""
"html-keyboard-response","28","50509","0.0-5.0-1.8","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","29","51890","0.0-5.0-2.8","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","1380","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br><br>now","$50<br>in<br>6 weeks","1","34","50","6","THEN",""
"html-keyboard-response","30","52143","0.0-5.0-3.8","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br><br>now","$50<br>in<br>6 weeks","1","34","50","6","",""
"html-keyboard-response","31","52645","0.0-5.0-1.9","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","32","53822","0.0-5.0-2.9","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","1176","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3","THEN",""
"html-keyboard-response","33","54074","0.0-5.0-3.9","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3","",""
"html-keyboard-response","34","54576","0.0-5.0-1.10","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","35","56496","0.0-5.0-2.10","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","1918","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$78<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$78<br><br>now","$80<br>in<br>12 weeks","1","78","80","12","NOW",""
"html-keyboard-response","36","56748","0.0-5.0-3.10","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$78<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$78<br><br>now","$80<br>in<br>12 weeks","1","78","80","12","",""
"html-keyboard-response","37","57251","0.0-5.0-1.11","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","38","59575","0.0-5.0-2.11","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","2323","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3","THEN",""
"html-keyboard-response","39","59827","0.0-5.0-3.11","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3","",""
"html-keyboard-response","40","60329","0.0-5.0-1.12","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","41","61895","0.0-5.0-2.12","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","1565","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","NOW",""
"html-keyboard-response","42","62147","0.0-5.0-3.12","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","",""
"html-keyboard-response","43","62649","0.0-5.0-1.13","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","44","63680","0.0-5.0-2.13","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","1030","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br><br>now</div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br><br>now","$30<br>in<br>2 weeks","0","11","30","2","THEN",""
"html-keyboard-response","45","63932","0.0-5.0-3.13","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br><br>now","$30<br>in<br>2 weeks","0","11","30","2","",""
"html-keyboard-response","46","64434","0.0-5.0-1.14","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","47","65848","0.0-5.0-2.14","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","1412","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br><br>now","$60<br>in<br>3 weeks","0","25","60","3","THEN",""
"html-keyboard-response","48","66100","0.0-5.0-3.14","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br><br>now","$60<br>in<br>3 weeks","0","25","60","3","",""
"html-keyboard-response","49","66602","0.0-5.0-1.15","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","50","68035","0.0-5.0-2.15","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","1432","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1","THEN",""
"html-keyboard-response","51","68288","0.0-5.0-3.15","61006f43a84b82fb439d7cba","bdp_td","Sun Mar 26 2023 10:03:56 GMT-0600 (Mountain Daylight Time)","100486","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>1 week</font></div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1","",""
