"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"html-keyboard-response","11","28553","0.0-5.0-1.2","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","12","29477","0.0-5.0-2.2","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","922","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$47<br><br>now","$50<br>in<br>12 weeks","0","47","50","12","THEN"
"html-keyboard-response","13","29734","0.0-5.0-3.2","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$47<br><br>now","$50<br>in<br>12 weeks","0","47","50","12",""
"html-keyboard-response","14","30240","0.0-5.0-1.3","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","15","31585","0.0-5.0-2.3","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","1343","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$55<br>in<br>12 weeks","1","54","55","12","THEN"
"html-keyboard-response","16","31837","0.0-5.0-3.3","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","1","54","55","12",""
"html-keyboard-response","17","32338","0.0-5.0-1.4","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","18","33206","0.0-5.0-2.4","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","868","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3","THEN"
"html-keyboard-response","19","33461","0.0-5.0-3.4","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3",""
"html-keyboard-response","20","33964","0.0-5.0-1.5","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","21","34752","0.0-5.0-2.5","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","787","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3","THEN"
"html-keyboard-response","22","35009","0.0-5.0-3.5","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3",""
"html-keyboard-response","23","35510","0.0-5.0-1.6","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","24","36413","0.0-5.0-2.6","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","902","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12","THEN"
"html-keyboard-response","25","36669","0.0-5.0-3.6","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12",""
"html-keyboard-response","26","37174","0.0-5.0-1.7","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","27","38032","0.0-5.0-2.7","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","858","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","THEN"
"html-keyboard-response","28","38289","0.0-5.0-3.7","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3",""
"html-keyboard-response","29","38794","0.0-5.0-1.8","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","30","39763","0.0-5.0-2.8","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","967","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2","THEN"
"html-keyboard-response","31","40019","0.0-5.0-3.8","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2",""
"html-keyboard-response","32","40525","0.0-5.0-1.9","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","33","41409","0.0-5.0-2.9","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","883","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br><br>now","$50<br>in<br>6 weeks","1","34","50","6","THEN"
"html-keyboard-response","34","41665","0.0-5.0-3.9","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br><br>now","$50<br>in<br>6 weeks","1","34","50","6",""
"html-keyboard-response","35","42170","0.0-5.0-1.10","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","36","43116","0.0-5.0-2.10","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","944","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12","THEN"
"html-keyboard-response","37","43368","0.0-5.0-3.10","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12",""
"html-keyboard-response","38","43874","0.0-5.0-1.11","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","39","44741","0.0-5.0-2.11","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","866","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1","THEN"
"html-keyboard-response","40","44997","0.0-5.0-3.11","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>1 week</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1",""
"html-keyboard-response","41","45503","0.0-5.0-1.12","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","42","46334","0.0-5.0-2.12","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","831","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$33<br><br>now","$80<br>in<br>2 weeks","0","33","80","2","THEN"
"html-keyboard-response","43","46586","0.0-5.0-3.12","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$33<br><br>now","$80<br>in<br>2 weeks","0","33","80","2",""
"html-keyboard-response","44","47090","0.0-5.0-1.13","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","45","47810","0.0-5.0-2.13","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","720","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br><br>now</div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br><br>now","$25<br>in<br>6 weeks","0","19","25","6","NOW"
"html-keyboard-response","46","48067","0.0-5.0-3.13","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$19<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br><br>now","$25<br>in<br>6 weeks","0","19","25","6",""
"html-keyboard-response","47","48573","0.0-5.0-1.14","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","48","49737","0.0-5.0-2.14","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","1163","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$25<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br><br>now","$60<br>in<br>3 weeks","1","25","60","3","THEN"
"html-keyboard-response","49","49993","0.0-5.0-3.14","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$25<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br><br>now","$60<br>in<br>3 weeks","1","25","60","3",""
"html-keyboard-response","50","50498","0.0-5.0-1.15","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","51","51389","0.0-5.0-2.15","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","891","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3","THEN"
"html-keyboard-response","52","51645","0.0-5.0-3.15","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","0","24","35","3",""
