"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","21","51204","0.0-5.0-2.5","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","3533","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$3","$12","1","3","12","RISKY"
"html-keyboard-response","22","51474","0.0-5.0-3.5","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$12<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$3","$12","1","3","12",""
"html-keyboard-response","23","51986","0.0-5.0-1.6","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","24","53944","0.0-5.0-2.6","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","1955","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$41<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$13","$41","0","13","41","RISKY"
"html-keyboard-response","25","54207","0.0-5.0-3.6","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$41<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$13","$41","0","13","41",""
"html-keyboard-response","26","54712","0.0-5.0-1.7","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","27","57028","0.0-5.0-2.7","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","2312","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14","$29","1","14","29","SURE"
"html-keyboard-response","28","57288","0.0-5.0-3.7","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14","$29","1","14","29",""
"html-keyboard-response","29","57797","0.0-5.0-1.8","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","30","64216","0.0-5.0-2.8","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","6415","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40","$95","1","40","95","SURE"
"html-keyboard-response","31","64481","0.0-5.0-3.8","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$40<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40","$95","1","40","95",""
"html-keyboard-response","32","64991","0.0-5.0-1.9","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","33","66980","0.0-5.0-2.9","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","1986","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$2","$64","0","2","64","RISKY"
"html-keyboard-response","34","67246","0.0-5.0-3.9","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$64<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$2","$64","0","2","64",""
"html-keyboard-response","35","67762","0.0-5.0-1.10","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","36","77199","0.0-5.0-2.10","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","9435","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$39","$81","0","39","81","RISKY"
"html-keyboard-response","37","77459","0.0-5.0-3.10","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$81<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$39","$81","0","39","81",""
"html-keyboard-response","38","77967","0.0-5.0-1.11","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","39","81386","0.0-5.0-2.11","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","3416","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33","$66","1","33","66","RISKY"
"html-keyboard-response","40","81647","0.0-5.0-3.11","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$66<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33","$66","1","33","66",""
"html-keyboard-response","41","82163","0.0-5.0-1.12","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","42","83409","0.0-5.0-2.12","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","1245","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34","$48","1","34","48","SURE"
"html-keyboard-response","43","83668","0.0-5.0-3.12","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34","$48","1","34","48",""
"html-keyboard-response","44","84172","0.0-5.0-1.13","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","45","86844","0.0-5.0-2.13","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","2669","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$7","$10","1","7","10","SURE"
"html-keyboard-response","46","87104","0.0-5.0-3.13","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$7<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$7","$10","1","7","10",""
"html-keyboard-response","47","87612","0.0-5.0-1.14","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","48","90657","0.0-5.0-2.14","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","3043","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22","$59","0","22","59","RISKY"
"html-keyboard-response","49","90913","0.0-5.0-3.14","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$59<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22","$59","0","22","59",""
"html-keyboard-response","50","91420","0.0-5.0-1.15","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","51","93096","0.0-5.0-2.15","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","1673","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$70<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24","$70","1","24","70","RISKY"
"html-keyboard-response","52","93358","0.0-5.0-3.15","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$70<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24","$70","1","24","70",""
"html-keyboard-response","53","93873","0.0-5.0-1.16","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","54","95214","0.0-5.0-2.16","63b6c76ff03d438cd09b8c56","bdp_rd","Tue Mar 28 2023 10:11:33 GMT-0400 (Eastern Daylight Time)","244551","","1339","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$21<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$21","$25","1","21","25","SURE"
