"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","16","63957","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$16<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$5","$16","1","5","16",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","17","64462","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","18","65831","0.0-5.0-2.4","","1368","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$33","0","1","33","RISKY"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","19","66085","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$33<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$33","0","1","33",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","20","66591","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","21","69528","0.0-5.0-2.5","","2937","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$100<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$63<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$63","$100","1","63","10","SURE"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","22","69780","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$100<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$63<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$63","$100","1","63","10",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","23","70283","0.0-5.0-1.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","24","72245","0.0-5.0-2.6","","1960","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$7","$10","1","7","10","SURE"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","25","72501","0.0-5.0-3.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$7<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$7","$10","1","7","10",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","26","73004","0.0-5.0-1.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","27","74794","0.0-5.0-2.7","","1789","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$9","$32","1","9","32","RISKY"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","28","75051","0.0-5.0-3.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$32<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$9","$32","1","9","32",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","29","75556","0.0-5.0-1.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","30","77122","0.0-5.0-2.8","","1565","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$5","$50","1","5","50","RISKY"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","31","77378","0.0-5.0-3.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$5","$50","1","5","50",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","32","77883","0.0-5.0-1.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","33","79901","0.0-5.0-2.9","","2016","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$23<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$8","$23","1","8","23","RISKY"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","34","80156","0.0-5.0-3.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$23<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$8","$23","1","8","23",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","35","80658","0.0-5.0-1.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","36","82164","0.0-5.0-2.10","","1506","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$4","$14","1","4","14","SURE"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","37","82420","0.0-5.0-3.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$4<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$4","$14","1","4","14",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","38","82924","0.0-5.0-1.11","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","39","84655","0.0-5.0-2.11","","1730","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$29","$46","1","29","46","SURE"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","40","84911","0.0-5.0-3.11","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$29<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$29","$46","1","29","46",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","41","85417","0.0-5.0-1.12","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","42","87251","0.0-5.0-2.12","","1833","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$51<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19","$51","0","19","51","SURE"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","43","87506","0.0-5.0-3.12","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$19<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$51<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19","$51","0","19","51",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","44","88013","0.0-5.0-1.13","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","45","89219","0.0-5.0-2.13","","1206","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14","$29","0","14","29","RISKY"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","46","89470","0.0-5.0-3.13","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$29<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14","$29","0","14","29",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","47","89976","0.0-5.0-1.14","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","48","92690","0.0-5.0-2.14","","2713","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$58<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$58","$69","1","58","69","SURE"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","49","92943","0.0-5.0-3.14","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$58<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$58","$69","1","58","69",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","50","93449","0.0-5.0-1.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","51","94595","0.0-5.0-2.15","","1145","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$2","$21","0","2","21","RISKY"
"","","","offerFB","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","52","94851","0.0-5.0-3.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$21<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$2","$21","0","2","21",""
"","","","FIX","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","53","95353","0.0-5.0-1.16","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","61103c2b7810420e5f23f437","bdp_rd","Sun Mar 26 2023 15:12:20 GMT-0500 (Central Daylight Time)","216385","html-keyboard-response","54","97572","0.0-5.0-2.16","","2219","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$45","$86","1","45","86","RISKY"
