"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","6","31016","0.0-5.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","7","33460","0.0-5.0-2.0","","2441","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20","$80","1","20","80","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","8","33715","0.0-5.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$20<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$80","1","20","80",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","9","34222","0.0-5.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","10","34912","0.0-5.0-2.1","","689","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$27<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$12","$27","0","12","27","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","11","35165","0.0-5.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$12<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$27<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$12","$27","0","12","27",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","12","35669","0.0-5.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","13","36200","0.0-5.0-2.2","","530","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$30","1","1","30","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","14","36456","0.0-5.0-3.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$1<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$30","1","1","30",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","15","36961","0.0-5.0-1.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","16","37543","0.0-5.0-2.3","","580","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$58<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$58","$69","1","58","69","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","17","37799","0.0-5.0-3.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$58<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$58","$69","1","58","69",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","18","38305","0.0-5.0-1.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","19","38880","0.0-5.0-2.4","","574","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$38<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$16","$38","1","16","38","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","20","39136","0.0-5.0-3.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$38<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$16<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$16","$38","1","16","38",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","21","39642","0.0-5.0-1.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","22","40138","0.0-5.0-2.5","","495","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15","$31","1","15","31","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","23","40392","0.0-5.0-3.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15","$31","1","15","31",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","24","40898","0.0-5.0-1.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","25","41344","0.0-5.0-2.6","","446","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$8","$45","1","8","45","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","26","41600","0.0-5.0-3.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$8<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$8","$45","1","8","45",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","27","42104","0.0-5.0-1.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","28","42640","0.0-5.0-2.7","","535","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$98<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$53<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$53","$98","1","53","98","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","29","42896","0.0-5.0-3.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$98<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$53<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$53","$98","1","53","98",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","30","43400","0.0-5.0-1.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","31","44104","0.0-5.0-2.8","","703","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$62<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11","$62","0","11","62","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","32","44360","0.0-5.0-3.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$11<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$62<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11","$62","0","11","62",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","33","44864","0.0-5.0-1.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","34","45446","0.0-5.0-2.9","","582","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$6","$13","0","6","13","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","35","45702","0.0-5.0-3.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$6<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$6","$13","0","6","13",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","36","46207","0.0-5.0-1.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","37","46747","0.0-5.0-2.10","","539","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25","$54","0","25","54","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","38","47001","0.0-5.0-3.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25","$54","0","25","54",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","39","47503","0.0-5.0-1.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","40","48222","0.0-5.0-2.11","","719","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$5","$16","1","5","16","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","41","48478","0.0-5.0-3.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$5<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$5","$16","1","5","16",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","42","48984","0.0-5.0-1.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","43","49495","0.0-5.0-2.12","","510","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$42","$73","1","42","73","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","44","49752","0.0-5.0-3.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$42<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$42","$73","1","42","73",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","45","50254","0.0-5.0-1.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","46","50844","0.0-5.0-2.13","","589","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$6","$15","1","6","15","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","47","51098","0.0-5.0-3.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$6<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$6","$15","1","6","15",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","48","51605","0.0-5.0-1.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","49","52432","0.0-5.0-2.14","","826","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$28<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$16","$28","0","16","28","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","50","52688","0.0-5.0-3.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$16<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$28<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$16","$28","0","16","28",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","51","53194","0.0-5.0-1.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","52","53726","0.0-5.0-2.15","","532","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$71<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$7","$71","0","7","71","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","53","53982","0.0-5.0-3.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$7<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$71<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$7","$71","0","7","71",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","54","54484","0.0-5.0-1.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
