"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","10","40427","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$80","0","20","80",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","11","40929","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","12","43502","0.0-5.0-2.2","","2570","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$63<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$100<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$63","$100","0","63","10","SURE"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","13","43757","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$63<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$100<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$63","$100","0","63","10",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","14","44262","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","15","45827","0.0-5.0-2.3","","1563","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$14<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$4","$14","0","4","14","RISKY"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","16","46082","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$14<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$4","$14","0","4","14",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","17","46586","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","18","48684","0.0-5.0-2.4","","2096","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15","$31","0","15","31","SURE"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","19","48939","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15","$31","0","15","31",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","20","49442","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","21","52834","0.0-5.0-2.5","","3392","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$12","$35","1","12","35","RISKY"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","22","53092","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$12","$35","1","12","35",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","23","53598","0.0-5.0-1.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","24","55053","0.0-5.0-2.6","","1455","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$33","0","1","33","RISKY"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","25","55311","0.0-5.0-3.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$33<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$33","0","1","33",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","26","55817","0.0-5.0-1.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","27","58841","0.0-5.0-2.7","","3023","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$38<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$16","$38","0","16","38","SURE"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","28","59097","0.0-5.0-3.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$16<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$38<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$16","$38","0","16","38",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","29","59603","0.0-5.0-1.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","30","61239","0.0-5.0-2.8","","1634","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$16<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$5","$16","0","5","16","RISKY"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","31","61490","0.0-5.0-3.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$16<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$5","$16","0","5","16",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","32","61992","0.0-5.0-1.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","33","64133","0.0-5.0-2.9","","2139","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$46<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$46","$65","0","46","65","SURE"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","34","64390","0.0-5.0-3.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$46<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$46","$65","0","46","65",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","35","64896","0.0-5.0-1.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","36","68111","0.0-5.0-2.10","","3213","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$45","$86","1","45","86","SURE"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","37","68368","0.0-5.0-3.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$45<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$45","$86","1","45","86",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","38","68872","0.0-5.0-1.11","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","39","72061","0.0-5.0-2.11","","3185","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22","$59","0","22","59","RISKY"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","40","72315","0.0-5.0-3.11","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$59<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22","$59","0","22","59",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","41","72821","0.0-5.0-1.12","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","42","77372","0.0-5.0-2.12","","4549","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$42","$73","1","42","73","SURE"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","43","77631","0.0-5.0-3.12","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$42<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$42","$73","1","42","73",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","44","78137","0.0-5.0-1.13","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","45","79866","0.0-5.0-2.13","","1727","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$21<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$21","$25","1","21","25","SURE"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","46","80122","0.0-5.0-3.13","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$21<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$21","$25","1","21","25",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","47","80626","0.0-5.0-1.14","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","48","82506","0.0-5.0-2.14","","1877","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$71<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$7","$71","1","7","71","RISKY"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","49","82763","0.0-5.0-3.14","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$71<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$7","$71","1","7","71",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","50","83270","0.0-5.0-1.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","51","85225","0.0-5.0-2.15","","1953","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20","$37","1","20","37","SURE"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","52","85478","0.0-5.0-3.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$20<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$37","1","20","37",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_rd","Mon Mar 27 2023 19:11:46 GMT-0700 (Pacific Daylight Time)","235808","html-keyboard-response","53","85984","0.0-5.0-1.16","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
