"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","8","52009","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","9","54474","0.0-5.0-2.1","","2463","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$45","$86","0","45","86","SURE"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","10","54728","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$45<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$45","$86","0","45","86",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","11","55230","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","12","58081","0.0-5.0-2.2","","2849","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$17","$43","1","17","43","RISKY"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","13","58334","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$43<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$17","$43","1","17","43",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","14","58837","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","15","60424","0.0-5.0-2.3","","1586","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$37","$44","0","37","44","SURE"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","16","60676","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$37<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$37","$44","0","37","44",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","17","61179","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","18","63880","0.0-5.0-2.4","","2700","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$2","$64","1","2","64","RISKY"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","19","64133","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$64<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$2","$64","1","2","64",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","20","64637","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","21","67404","0.0-5.0-2.5","","2765","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$19<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$10","$19","0","10","19","SURE"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","22","67655","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$10<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$19<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$10","$19","0","10","19",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","23","68160","0.0-5.0-1.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","24","70076","0.0-5.0-2.6","","1913","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$27<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$12","$27","0","12","27","SURE"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","25","70330","0.0-5.0-3.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$12<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$27<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$12","$27","0","12","27",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","26","70835","0.0-5.0-1.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","27","72267","0.0-5.0-2.7","","1430","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$2","$21","0","2","21","RISKY"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","28","72522","0.0-5.0-3.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$21<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$2","$21","0","2","21",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","29","73024","0.0-5.0-1.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","30","75506","0.0-5.0-2.8","","2481","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$33","0","1","33","RISKY"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","31","75761","0.0-5.0-3.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$33<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$33","0","1","33",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","32","76265","0.0-5.0-1.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","33","77514","0.0-5.0-2.9","","1247","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$6","$15","0","6","15","RISKY"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","34","77765","0.0-5.0-3.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$15<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$6","$15","0","6","15",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","35","78270","0.0-5.0-1.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","36","79952","0.0-5.0-2.10","","1681","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$29","$46","0","29","46","SURE"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","37","80205","0.0-5.0-3.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$29<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$29","$46","0","29","46",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","38","80708","0.0-5.0-1.11","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","39","82784","0.0-5.0-2.11","","2075","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$71<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$7","$71","1","7","71","RISKY"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","40","83040","0.0-5.0-3.11","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$71<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$7","$71","1","7","71",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","41","83543","0.0-5.0-1.12","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","42","85183","0.0-5.0-2.12","","1640","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$30<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$30","0","1","30","RISKY"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","43","85434","0.0-5.0-3.12","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$30","0","1","30",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","44","85939","0.0-5.0-1.13","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","45","87775","0.0-5.0-2.13","","1834","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$46<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$46","$65","1","46","65","SURE"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","46","88029","0.0-5.0-3.13","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$46<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$46","$65","1","46","65",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","47","88534","0.0-5.0-1.14","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","48","90271","0.0-5.0-2.14","","1735","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$89<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28","$89","0","28","89","RISKY"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","49","90522","0.0-5.0-3.14","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$89<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28","$89","0","28","89",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","50","91026","0.0-5.0-1.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","51","92558","0.0-5.0-2.15","","1530","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$7","$10","1","7","10","RISKY"
"","","","offerFB","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","52","92811","0.0-5.0-3.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$10<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$7","$10","1","7","10",""
"","","","FIX","612fbc37af2136fe81fc71a9","bdp_rd","Wed Mar 29 2023 09:34:01 GMT-0700 (Pacific Daylight Time)","219332","html-keyboard-response","53","93313","0.0-5.0-1.16","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
