"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen","numBlurs"
"html-keyboard-response","14","34664","0.0-5.0-2.3","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","1994","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$29","$46","0","29","46","RISKY",""
"html-keyboard-response","15","34916","0.0-5.0-3.3","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$46<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$29","$46","0","29","46","",""
"html-keyboard-response","16","35421","0.0-5.0-1.4","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","17","37098","0.0-5.0-2.4","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","1676","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$7","$10","0","7","10","SURE",""
"html-keyboard-response","18","37357","0.0-5.0-3.4","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$7<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$7","$10","0","7","10","",""
"html-keyboard-response","19","37862","0.0-5.0-1.5","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","20","39515","0.0-5.0-2.5","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","1652","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$35<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$12","$35","0","12","35","RISKY",""
"html-keyboard-response","21","39772","0.0-5.0-3.5","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$12","$35","0","12","35","",""
"html-keyboard-response","22","40277","0.0-5.0-1.6","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","23","42672","0.0-5.0-2.6","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","2394","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$19<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$10","$19","0","10","19","SURE",""
"html-keyboard-response","24","42924","0.0-5.0-3.6","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$10<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$19<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$10","$19","0","10","19","",""
"html-keyboard-response","25","43429","0.0-5.0-1.7","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","26","44377","0.0-5.0-2.7","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","947","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$16<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$5","$16","0","5","16","RISKY",""
"html-keyboard-response","27","44636","0.0-5.0-3.7","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$16<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$5","$16","0","5","16","",""
"html-keyboard-response","28","45144","0.0-5.0-1.8","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","29","46189","0.0-5.0-2.8","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","1045","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33","$66","1","33","66","RISKY",""
"html-keyboard-response","30","46445","0.0-5.0-3.8","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$66<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33","$66","1","33","66","",""
"html-keyboard-response","31","46950","0.0-5.0-1.9","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","32","48273","0.0-5.0-2.9","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","1322","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$18","$36","0","18","36","RISKY",""
"html-keyboard-response","33","48535","0.0-5.0-3.9","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$36<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$18","$36","0","18","36","",""
"html-keyboard-response","34","49046","0.0-5.0-1.10","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","35","50257","0.0-5.0-2.10","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","1209","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31","$78","1","31","78","RISKY",""
"html-keyboard-response","36","50508","0.0-5.0-3.10","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31","$78","1","31","78","",""
"html-keyboard-response","37","51014","0.0-5.0-1.11","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","38","52872","0.0-5.0-2.11","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","1857","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$6","$13","1","6","13","RISKY",""
"html-keyboard-response","39","53127","0.0-5.0-3.11","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$13<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$6","$13","1","6","13","",""
"html-keyboard-response","40","53629","0.0-5.0-1.12","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","41","55781","0.0-5.0-2.12","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","2152","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40","$95","1","40","95","SURE",""
"html-keyboard-response","42","56037","0.0-5.0-3.12","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$40<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40","$95","1","40","95","",""
"html-keyboard-response","43","56540","0.0-5.0-1.13","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","44","58151","0.0-5.0-2.13","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","1610","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20","$37","0","20","37","SURE",""
"html-keyboard-response","45","58406","0.0-5.0-3.13","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$20<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20","$37","0","20","37","",""
"html-keyboard-response","46","58908","0.0-5.0-1.14","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","","blur","47","60889","blurevent","","","","","","","","","","1"
"","","","","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","","focus","47","61020","focusevent","","","","","","","","","",""
"html-keyboard-response","47","62097","0.0-5.0-2.14","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","3188","blur","47","60889","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$50<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$5","$50","0","5","50","RISKY","1"
"html-keyboard-response","48","62351","0.0-5.0-3.14","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","blur","47","60889","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$5","$50","0","5","50","","1"
"image-keyboard-response","49","72547","0.0-5.0-0.15-0.15","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","10195","","","","blurwarn","","","49","","","","","","","1"
"html-keyboard-response","50","73311","0.0-5.0-1.15","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","51","75476","0.0-5.0-2.15","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","2163","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$39<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$18","$39","0","18","39","RISKY",""
"html-keyboard-response","52","75735","0.0-5.0-3.15","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$39<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$18","$39","0","18","39","",""
"html-keyboard-response","53","76237","0.0-5.0-1.16","63cedc8a97a0bb604736baea","bdp_rd","Sun Mar 26 2023 10:43:49 GMT-0600 (Mountain Daylight Time)","139119","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
