"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen","numBlurs"
"html-keyboard-response","13","29022","0.0-5.0-1.3","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","14","31139","0.0-5.0-2.3","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","2116","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40","$95","0","40","95","RISKY",""
"html-keyboard-response","15","31399","0.0-5.0-3.3","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$95<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40","$95","0","40","95","",""
"html-keyboard-response","16","31902","0.0-5.0-1.4","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","17","33004","0.0-5.0-2.4","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","1101","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$58<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$58","$69","0","58","69","SURE",""
"html-keyboard-response","18","33262","0.0-5.0-3.4","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$58<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$58","$69","0","58","69","",""
"html-keyboard-response","19","33767","0.0-5.0-1.5","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","20","35304","0.0-5.0-2.5","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","1536","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$17<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$3","$17","0","3","17","RISKY",""
"html-keyboard-response","21","35559","0.0-5.0-3.5","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$17<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$3","$17","0","3","17","",""
"html-keyboard-response","22","36062","0.0-5.0-1.6","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","23","38173","0.0-5.0-2.6","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","2111","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$39","$81","1","39","81","RISKY",""
"html-keyboard-response","24","38430","0.0-5.0-3.6","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$81<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$39","$81","1","39","81","",""
"html-keyboard-response","25","38935","0.0-5.0-1.7","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","","blur","26","40161","blurevent","","","","","","","","","","1"
"","","","","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","","focus","26","40162","focusevent","","","","","","","","","",""
"html-keyboard-response","26","40608","0.0-5.0-2.7","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","1671","blur","26","40161","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15","$31","1","15","31","SURE","1"
"html-keyboard-response","27","40866","0.0-5.0-3.7","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","blur","26","40161","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15","$31","1","15","31","","1"
"image-keyboard-response","28","44333","0.0-5.0-0.8-0.8","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","3466","","","","blurwarn","","","49","","","","","","","1"
"html-keyboard-response","29","45095","0.0-5.0-1.8","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","30","48236","0.0-5.0-2.8","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","3140","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$78<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31","$78","0","31","78","RISKY",""
"html-keyboard-response","31","48494","0.0-5.0-3.8","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$78<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31","$78","0","31","78","",""
"html-keyboard-response","32","48999","0.0-5.0-1.9","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","33","51127","0.0-5.0-2.9","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","2127","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$26<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11","$26","0","11","26","RISKY",""
"html-keyboard-response","34","51383","0.0-5.0-3.9","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$26<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11","$26","0","11","26","",""
"html-keyboard-response","35","51890","0.0-5.0-1.10","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","36","53832","0.0-5.0-2.10","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","1942","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$3","$12","0","3","12","RISKY",""
"html-keyboard-response","37","54089","0.0-5.0-3.10","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$12<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$3","$12","0","3","12","",""
"html-keyboard-response","38","54599","0.0-5.0-1.11","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","39","56002","0.0-5.0-2.11","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","1402","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$68<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$30","$68","0","30","68","RISKY",""
"html-keyboard-response","40","56254","0.0-5.0-3.11","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$68<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$30","$68","0","30","68","",""
"html-keyboard-response","41","56759","0.0-5.0-1.12","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","42","57587","0.0-5.0-2.12","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","827","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$29","$46","1","29","46","RISKY",""
"html-keyboard-response","43","57847","0.0-5.0-3.12","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$46<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$29","$46","1","29","46","",""
"html-keyboard-response","44","58350","0.0-5.0-1.13","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","45","59428","0.0-5.0-2.13","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","1077","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$10","$19","1","10","19","RISKY",""
"html-keyboard-response","46","59687","0.0-5.0-3.13","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$19<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$10","$19","1","10","19","",""
"html-keyboard-response","47","60190","0.0-5.0-1.14","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","48","61419","0.0-5.0-2.14","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","1228","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$5","$16","1","5","16","RISKY",""
"html-keyboard-response","49","61672","0.0-5.0-3.14","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$16<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$5","$16","1","5","16","",""
"html-keyboard-response","50","62174","0.0-5.0-1.15","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","51","64264","0.0-5.0-2.15","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","2089","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$98<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$53<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$53","$98","1","53","98","RISKY",""
"html-keyboard-response","52","64519","0.0-5.0-3.15","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$98<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$53<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$53","$98","1","53","98","",""
"html-keyboard-response","53","65022","0.0-5.0-1.16","5766d2f7fdff7a0001c1285b","bdp_rd","Sun Apr 09 2023 16:02:54 GMT-0700 (Pacific Daylight Time)","148216","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
