"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","12","12195","0.0-5.0-2.2","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","135","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$47<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27","$47","0","27","47","RISKY"
"html-keyboard-response","13","12450","0.0-5.0-3.2","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$47<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27","$47","0","27","47",""
"html-keyboard-response","14","12952","0.0-5.0-1.3","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","15","13713","0.0-5.0-2.3","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","760","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$2","$64","0","2","64","RISKY"
"html-keyboard-response","16","13973","0.0-5.0-3.3","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$64<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$2","$64","0","2","64",""
"html-keyboard-response","17","14481","0.0-5.0-1.4","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","18","14603","0.0-5.0-2.4","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","121","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$46<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$46","$65","1","46","65","SURE"
"html-keyboard-response","19","14856","0.0-5.0-3.4","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$46<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$46","$65","1","46","65",""
"html-keyboard-response","20","15361","0.0-5.0-1.5","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","21","15626","0.0-5.0-2.5","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","265","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20","$37","0","20","37","RISKY"
"html-keyboard-response","22","15880","0.0-5.0-3.5","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$37<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$37","0","20","37",""
"html-keyboard-response","23","16385","0.0-5.0-1.6","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","24","16503","0.0-5.0-2.6","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","117","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22","$59","1","22","59","RISKY"
"html-keyboard-response","25","16760","0.0-5.0-3.6","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$59<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22","$59","1","22","59",""
"html-keyboard-response","26","17265","0.0-5.0-1.7","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","27","17313","0.0-5.0-2.7","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","47","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25","$54","0","25","54","SURE"
"html-keyboard-response","28","17570","0.0-5.0-3.7","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25","$54","0","25","54",""
"html-keyboard-response","29","18072","0.0-5.0-1.8","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","30","18292","0.0-5.0-2.8","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","219","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$23<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$8","$23","0","8","23","RISKY"
"html-keyboard-response","31","18545","0.0-5.0-3.8","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$23<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$8","$23","0","8","23",""
"html-keyboard-response","32","19050","0.0-5.0-1.9","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","33","19518","0.0-5.0-2.9","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","468","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$6","$15","1","6","15","SURE"
"html-keyboard-response","34","19779","0.0-5.0-3.9","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$6<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$6","$15","1","6","15",""
"html-keyboard-response","35","20284","0.0-5.0-1.10","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","36","20362","0.0-5.0-2.10","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","78","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$9","$32","1","9","32","RISKY"
"html-keyboard-response","37","20617","0.0-5.0-3.10","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$32<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$9","$32","1","9","32",""
"html-keyboard-response","38","21125","0.0-5.0-1.11","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","39","21206","0.0-5.0-2.11","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","81","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$1","$33","0","1","33","SURE"
"html-keyboard-response","40","21465","0.0-5.0-3.11","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$1<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$1","$33","0","1","33",""
"html-keyboard-response","41","21970","0.0-5.0-1.12","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","42","22083","0.0-5.0-2.12","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","113","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$39","$81","1","39","81","RISKY"
"html-keyboard-response","43","22339","0.0-5.0-3.12","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$81<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$39","$81","1","39","81",""
"html-keyboard-response","44","22840","0.0-5.0-1.13","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","45","23073","0.0-5.0-2.13","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","232","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$45<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$8","$45","0","8","45","SURE"
"html-keyboard-response","46","23328","0.0-5.0-3.13","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$8<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$45<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$8","$45","0","8","45",""
"html-keyboard-response","47","23833","0.0-5.0-1.14","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","48","23861","0.0-5.0-2.14","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","27","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$13","$24","1","13","24","RISKY"
"html-keyboard-response","49","24115","0.0-5.0-3.14","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$24<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$13","$24","1","13","24",""
"html-keyboard-response","50","24617","0.0-5.0-1.15","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","51","25233","0.0-5.0-2.15","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","616","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$6","$13","1","6","13","RISKY"
"html-keyboard-response","52","25490","0.0-5.0-3.15","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$13<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$6","$13","1","6","13",""
"html-keyboard-response","53","25992","0.0-5.0-1.16","63d82d20ed2b67b4f77f1fc7","bdp_rd","Mon Mar 27 2023 07:26:05 GMT-0700 (Pacific Daylight Time)","99151","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
