"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","12","22390","0.0-5.0-3.2","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$6","$15","1","6","15",""
"html-keyboard-response","13","22893","0.0-5.0-1.3","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","14","24767","0.0-5.0-2.3","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","1871","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$71<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$7","$71","1","7","71","RISKY"
"html-keyboard-response","15","25020","0.0-5.0-3.3","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$71<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$7","$71","1","7","71",""
"html-keyboard-response","16","25522","0.0-5.0-1.4","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","17","26466","0.0-5.0-2.4","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","941","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$34<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15","$34","0","15","34","RISKY"
"html-keyboard-response","18","26718","0.0-5.0-3.4","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15","$34","0","15","34",""
"html-keyboard-response","19","27220","0.0-5.0-1.5","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","20","27708","0.0-5.0-2.5","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","486","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$18","$36","1","18","36","RISKY"
"html-keyboard-response","21","27961","0.0-5.0-3.5","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$36<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$18","$36","1","18","36",""
"html-keyboard-response","22","28464","0.0-5.0-1.6","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","23","28610","0.0-5.0-2.6","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","143","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20","$37","0","20","37","SURE"
"html-keyboard-response","24","28863","0.0-5.0-3.6","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$20<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20","$37","0","20","37",""
"html-keyboard-response","25","29365","0.0-5.0-1.7","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","26","29449","0.0-5.0-2.7","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","81","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$8","$45","1","8","45","SURE"
"html-keyboard-response","27","29702","0.0-5.0-3.7","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$8<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$8","$45","1","8","45",""
"html-keyboard-response","28","30204","0.0-5.0-1.8","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","29","31245","0.0-5.0-2.8","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","1038","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$23<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$8","$23","1","8","23","RISKY"
"html-keyboard-response","30","31498","0.0-5.0-3.8","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$23<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$8","$23","1","8","23",""
"html-keyboard-response","31","32001","0.0-5.0-1.9","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","32","32397","0.0-5.0-2.9","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","394","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$2","$64","0","2","64","SURE"
"html-keyboard-response","33","32650","0.0-5.0-3.9","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$2<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$2","$64","0","2","64",""
"html-keyboard-response","34","33152","0.0-5.0-1.10","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","35","33551","0.0-5.0-2.10","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","397","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$42","$73","1","42","73","SURE"
"html-keyboard-response","36","33804","0.0-5.0-3.10","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$42<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$42","$73","1","42","73",""
"html-keyboard-response","37","34306","0.0-5.0-1.11","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","38","34621","0.0-5.0-2.11","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","313","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$3","$12","1","3","12","RISKY"
"html-keyboard-response","39","34873","0.0-5.0-3.11","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$12<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$3","$12","1","3","12",""
"html-keyboard-response","40","35374","0.0-5.0-1.12","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","41","35693","0.0-5.0-2.12","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","316","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$62<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11","$62","1","11","62","SURE"
"html-keyboard-response","42","35945","0.0-5.0-3.12","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$62<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$11<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11","$62","1","11","62",""
"html-keyboard-response","43","36448","0.0-5.0-1.13","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","44","36689","0.0-5.0-2.13","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","239","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20","$80","0","20","80","SURE"
"html-keyboard-response","45","36942","0.0-5.0-3.13","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$20<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20","$80","0","20","80",""
"html-keyboard-response","46","37444","0.0-5.0-1.14","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","47","37605","0.0-5.0-2.14","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","158","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$45","$86","0","45","86","RISKY"
"html-keyboard-response","48","37857","0.0-5.0-3.14","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$86<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$45","$86","0","45","86",""
"html-keyboard-response","49","38359","0.0-5.0-1.15","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","50","38497","0.0-5.0-2.15","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","135","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$2","$21","0","2","21","SURE"
"html-keyboard-response","51","38751","0.0-5.0-3.15","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$2<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$2","$21","0","2","21",""
"html-keyboard-response","52","39253","0.0-5.0-1.16","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","53","39328","0.0-5.0-2.16","63d428eb946e85527cfdf058","bdp_rd","Sat Mar 25 2023 19:48:18 GMT-0700 (Pacific Daylight Time)","86060","","72","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$37<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$37","$44","1","37","44","SURE"
