"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","10","115850","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$45<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$45","$86","1","45","86",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","11","116366","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","12","117381","0.0-5.0-2.2","","1015","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25","$54","0","25","54","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","13","117639","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25","$54","0","25","54",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","14","118151","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","15","119366","0.0-5.0-2.3","","1213","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$37","$44","0","37","44","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","16","119628","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$37<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$37","$44","0","37","44",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","17","120139","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","18","120774","0.0-5.0-2.4","","634","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$92<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$26<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$26","$92","1","26","92","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","19","121028","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$92<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$26<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$26","$92","1","26","92",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","20","121536","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","21","122011","0.0-5.0-2.5","","475","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40","$95","0","40","95","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","22","122265","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$40<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40","$95","0","40","95",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","23","122775","0.0-5.0-1.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","24","123239","0.0-5.0-2.6","","464","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$9","$32","0","9","32","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","25","123493","0.0-5.0-3.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$9<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$9","$32","0","9","32",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","26","124007","0.0-5.0-1.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","27","124580","0.0-5.0-2.7","","573","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22","$59","1","22","59","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","28","124832","0.0-5.0-3.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22","$59","1","22","59",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","29","125346","0.0-5.0-1.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","30","125847","0.0-5.0-2.8","","501","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$2","$64","0","2","64","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","31","126111","0.0-5.0-3.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$2<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$2","$64","0","2","64",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","32","126625","0.0-5.0-1.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","33","127129","0.0-5.0-2.9","","503","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$6","$15","1","6","15","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","34","127388","0.0-5.0-3.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$6<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$6","$15","1","6","15",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","35","127901","0.0-5.0-1.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","36","128318","0.0-5.0-2.10","","416","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$40<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$10","$40","0","10","40","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","37","128569","0.0-5.0-3.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$10<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$40<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$10","$40","0","10","40",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","38","129082","0.0-5.0-1.11","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","39","129564","0.0-5.0-2.11","","481","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20","$80","0","20","80","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","40","129830","0.0-5.0-3.11","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$20<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20","$80","0","20","80",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","41","130342","0.0-5.0-1.12","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","42","130862","0.0-5.0-2.12","","520","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33","$66","0","33","66","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","43","131122","0.0-5.0-3.12","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$33<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33","$66","0","33","66",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","44","131635","0.0-5.0-1.13","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","45","132123","0.0-5.0-2.13","","487","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34","$48","1","34","48","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","46","132383","0.0-5.0-3.13","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34","$48","1","34","48",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","47","132896","0.0-5.0-1.14","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","48","133361","0.0-5.0-2.14","","465","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$29","$46","0","29","46","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","49","133624","0.0-5.0-3.14","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$29<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$29","$46","0","29","46",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","50","134137","0.0-5.0-1.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","51","134491","0.0-5.0-2.15","","354","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14","$29","0","14","29","SURE"
"","","","offerFB","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","52","134743","0.0-5.0-3.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14","$29","0","14","29",""
"","","","FIX","5e55e83cc65ccb5ed547cb04","bdp_rd","Tue Mar 28 2023 21:40:27 GMT-0700 (Pacific Daylight Time)","194120","html-keyboard-response","53","135255","0.0-5.0-1.16","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
