"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","11","49397","0.0-5.0-1.2","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","12","52311","0.0-5.0-2.2","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","2912","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$46<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$46","$65","1","46","65","SURE"
"html-keyboard-response","13","52565","0.0-5.0-3.2","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$46<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$46","$65","1","46","65",""
"html-keyboard-response","14","53067","0.0-5.0-1.3","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","15","54548","0.0-5.0-2.3","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1479","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$7","$10","1","7","10","SURE"
"html-keyboard-response","16","54800","0.0-5.0-3.3","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$7<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$7","$10","1","7","10",""
"html-keyboard-response","17","55303","0.0-5.0-1.4","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","18","58160","0.0-5.0-2.4","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","2855","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$1","$30","1","1","30","RISKY"
"html-keyboard-response","19","58412","0.0-5.0-3.4","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$1","$30","1","1","30",""
"html-keyboard-response","20","58914","0.0-5.0-1.5","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","21","60261","0.0-5.0-2.5","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1345","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$9","$32","0","9","32","SURE"
"html-keyboard-response","22","60514","0.0-5.0-3.5","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$9<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$9","$32","0","9","32",""
"html-keyboard-response","23","61018","0.0-5.0-1.6","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","24","64499","0.0-5.0-2.6","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","3479","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15","$31","0","15","31","SURE"
"html-keyboard-response","25","64752","0.0-5.0-3.6","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15","$31","0","15","31",""
"html-keyboard-response","26","65255","0.0-5.0-1.7","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","27","66464","0.0-5.0-2.7","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1207","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$4","$11","0","4","11","SURE"
"html-keyboard-response","28","66718","0.0-5.0-3.7","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$4<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$4","$11","0","4","11",""
"html-keyboard-response","29","67219","0.0-5.0-1.8","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","30","68261","0.0-5.0-2.8","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1039","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$58<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$58","$69","0","58","69","SURE"
"html-keyboard-response","31","68514","0.0-5.0-3.8","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$58<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$58","$69","0","58","69",""
"html-keyboard-response","32","69017","0.0-5.0-1.9","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","33","70127","0.0-5.0-2.9","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1105","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33","$66","0","33","66","SURE"
"html-keyboard-response","34","70379","0.0-5.0-3.9","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$33<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33","$66","0","33","66",""
"html-keyboard-response","35","70883","0.0-5.0-1.10","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","36","71695","0.0-5.0-2.10","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","809","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22","$59","0","22","59","SURE"
"html-keyboard-response","37","71948","0.0-5.0-3.10","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22","$59","0","22","59",""
"html-keyboard-response","38","72450","0.0-5.0-1.11","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","39","73229","0.0-5.0-2.11","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","777","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$9","$18","1","9","18","SURE"
"html-keyboard-response","40","73482","0.0-5.0-3.11","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$9<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$9","$18","1","9","18",""
"html-keyboard-response","41","73984","0.0-5.0-1.12","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","42","75420","0.0-5.0-2.12","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1434","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$21<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$21","$25","1","21","25","SURE"
"html-keyboard-response","43","75674","0.0-5.0-3.12","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$21<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$21","$25","1","21","25",""
"html-keyboard-response","44","76177","0.0-5.0-1.13","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","45","77758","0.0-5.0-2.13","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1579","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$2","$21","1","2","21","RISKY"
"html-keyboard-response","46","78011","0.0-5.0-3.13","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$21<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$2","$21","1","2","21",""
"html-keyboard-response","47","78513","0.0-5.0-1.14","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","48","79597","0.0-5.0-2.14","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1083","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$18","$36","1","18","36","SURE"
"html-keyboard-response","49","79850","0.0-5.0-3.14","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$18<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$18","$36","1","18","36",""
"html-keyboard-response","50","80351","0.0-5.0-1.15","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","51","81229","0.0-5.0-2.15","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","876","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25","$54","0","25","54","SURE"
"html-keyboard-response","52","81483","0.0-5.0-3.15","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25","$54","0","25","54",""
"html-keyboard-response","53","81985","0.0-5.0-1.16","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
