"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"animation","9","52595","0.0-5.0-2.2","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":73},{""stimulus"":""img/green_lw/2.jpg"",""time"":105},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":202},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":354},{""stimulus"":""img/green_lw/8.jpg"",""time"":402},{""stimulus"":""img/green_lw/9.jpg"",""time"":470},{""stimulus"":""img/green_lw/10.jpg"",""time"":506},{""stimulus"":""img/green_lw/11.jpg"",""time"":555}]","[]"
"image-keyboard-response","10","53401","0.0-5.0-1.3","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","804","","img/green_lw/choose11.jpg","2","222","red","0.5","0.5","0.5","l","",""
"animation","11","54003","0.0-5.0-2.3","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","222","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":58},{""stimulus"":""img/red_ll/2.jpg"",""time"":106},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":259},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":354},{""stimulus"":""img/red_ll/8.jpg"",""time"":402},{""stimulus"":""img/red_ll/9.jpg"",""time"":458},{""stimulus"":""img/red_ll/10.jpg"",""time"":506},{""stimulus"":""img/red_ll/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","12","54725","0.0-5.0-1.4","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","721","","img/red_ll/choose11.jpg","2","221","red","0.5","0.5","0.5","l","",""
"animation","13","55331","0.0-5.0-2.4","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","221","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":64},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":172},{""stimulus"":""img/red_ll/4.jpg"",""time"":206},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":371},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":454},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":571}]","[]"
"image-keyboard-response","14","55769","0.0-5.0-1.5","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","437","","img/red_ll/choose11.jpg","1","220","green","0.5","0.5","0.5","l","",""
"animation","15","56371","0.0-5.0-2.5","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","220","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":66},{""stimulus"":""img/green_ll/2.jpg"",""time"":106},{""stimulus"":""img/green_ll/3.jpg"",""time"":154},{""stimulus"":""img/green_ll/4.jpg"",""time"":202},{""stimulus"":""img/green_ll/5.jpg"",""time"":258},{""stimulus"":""img/green_ll/6.jpg"",""time"":306},{""stimulus"":""img/green_ll/7.jpg"",""time"":354},{""stimulus"":""img/green_ll/8.jpg"",""time"":402},{""stimulus"":""img/green_ll/9.jpg"",""time"":458},{""stimulus"":""img/green_ll/10.jpg"",""time"":506},{""stimulus"":""img/green_ll/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","16","56795","0.0-5.0-1.6","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","423","","img/green_ll/choose11.jpg","2","219","red","0.5","0.5","0.5","l","",""
"animation","17","57414","0.0-5.0-2.6","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","219","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":58},{""stimulus"":""img/red_ll/2.jpg"",""time"":118},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":217},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":418},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":550}]","[]"
"image-keyboard-response","18","57730","0.0-5.0-1.7","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","315","","img/red_ll/choose11.jpg","1","218","green","0.5","0.5","0.5","w","",""
"animation","19","58331","0.0-5.0-2.7","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","218","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":65},{""stimulus"":""img/green_wl/2.jpg"",""time"":107},{""stimulus"":""img/green_wl/3.jpg"",""time"":154},{""stimulus"":""img/green_wl/4.jpg"",""time"":201},{""stimulus"":""img/green_wl/5.jpg"",""time"":258},{""stimulus"":""img/green_wl/6.jpg"",""time"":306},{""stimulus"":""img/green_wl/7.jpg"",""time"":354},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":458},{""stimulus"":""img/green_wl/10.jpg"",""time"":505},{""stimulus"":""img/green_wl/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","20","58885","0.0-5.0-1.8","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","553","","img/green_wl/choose11.jpg","1","217","green","0.5","0.5","0.5","w","",""
"animation","21","59491","0.0-5.0-2.8","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","217","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":69},{""stimulus"":""img/green_wl/2.jpg"",""time"":103},{""stimulus"":""img/green_wl/3.jpg"",""time"":172},{""stimulus"":""img/green_wl/4.jpg"",""time"":207},{""stimulus"":""img/green_wl/5.jpg"",""time"":254},{""stimulus"":""img/green_wl/6.jpg"",""time"":303},{""stimulus"":""img/green_wl/7.jpg"",""time"":372},{""stimulus"":""img/green_wl/8.jpg"",""time"":406},{""stimulus"":""img/green_wl/9.jpg"",""time"":455},{""stimulus"":""img/green_wl/10.jpg"",""time"":503},{""stimulus"":""img/green_wl/11.jpg"",""time"":572}]","[]"
"image-keyboard-response","22","59856","0.0-5.0-1.9","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","364","","img/green_wl/choose11.jpg","1","216","green","0.5","0.5","0.5","w","",""
"animation","23","60458","0.0-5.0-2.9","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","216","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":62},{""stimulus"":""img/green_wl/2.jpg"",""time"":118},{""stimulus"":""img/green_wl/3.jpg"",""time"":153},{""stimulus"":""img/green_wl/4.jpg"",""time"":203},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":303},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":453},{""stimulus"":""img/green_wl/10.jpg"",""time"":502},{""stimulus"":""img/green_wl/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","24","60862","0.0-5.0-1.10","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","402","","img/green_wl/choose11.jpg","1","215","green","0.5","0.5","0.5","l","",""
"animation","25","61468","0.0-5.0-2.10","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","215","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":54},{""stimulus"":""img/green_ll/2.jpg"",""time"":112},{""stimulus"":""img/green_ll/3.jpg"",""time"":158},{""stimulus"":""img/green_ll/4.jpg"",""time"":206},{""stimulus"":""img/green_ll/5.jpg"",""time"":254},{""stimulus"":""img/green_ll/6.jpg"",""time"":302},{""stimulus"":""img/green_ll/7.jpg"",""time"":358},{""stimulus"":""img/green_ll/8.jpg"",""time"":406},{""stimulus"":""img/green_ll/9.jpg"",""time"":454},{""stimulus"":""img/green_ll/10.jpg"",""time"":502},{""stimulus"":""img/green_ll/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","26","61876","0.0-5.0-1.11","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","407","","img/green_ll/choose11.jpg","1","214","green","0.5","0.5","0.5","w","",""
"animation","27","62484","0.0-5.0-2.11","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","214","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":55},{""stimulus"":""img/green_wl/2.jpg"",""time"":114},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":207},{""stimulus"":""img/green_wl/5.jpg"",""time"":255},{""stimulus"":""img/green_wl/6.jpg"",""time"":302},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":407},{""stimulus"":""img/green_wl/9.jpg"",""time"":455},{""stimulus"":""img/green_wl/10.jpg"",""time"":503},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","28","62800","0.0-5.0-1.12","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","315","","img/green_wl/choose11.jpg","1","213","green","0.5","0.5","0.5","l","",""
"animation","29","63404","0.0-5.0-2.12","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","213","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":55},{""stimulus"":""img/green_ll/2.jpg"",""time"":123},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":208},{""stimulus"":""img/green_ll/5.jpg"",""time"":252},{""stimulus"":""img/green_ll/6.jpg"",""time"":308},{""stimulus"":""img/green_ll/7.jpg"",""time"":356},{""stimulus"":""img/green_ll/8.jpg"",""time"":404},{""stimulus"":""img/green_ll/9.jpg"",""time"":452},{""stimulus"":""img/green_ll/10.jpg"",""time"":508},{""stimulus"":""img/green_ll/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","30","63921","0.0-5.0-1.13","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","516","","img/green_ll/choose11.jpg","2","212","red","0.5","0.5","0.5","l","",""
"animation","31","64523","0.0-5.0-2.13","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","212","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":69},{""stimulus"":""img/red_ll/2.jpg"",""time"":104},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":269},{""stimulus"":""img/red_ll/6.jpg"",""time"":304},{""stimulus"":""img/red_ll/7.jpg"",""time"":354},{""stimulus"":""img/red_ll/8.jpg"",""time"":402},{""stimulus"":""img/red_ll/9.jpg"",""time"":469},{""stimulus"":""img/red_ll/10.jpg"",""time"":504},{""stimulus"":""img/red_ll/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","32","64744","0.0-5.0-1.14","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","220","","img/red_ll/choose11.jpg","2","211","red","0.5","0.5","0.5","w","",""
"animation","33","65347","0.0-5.0-2.14","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","211","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":54},{""stimulus"":""img/red_lw/2.jpg"",""time"":115},{""stimulus"":""img/red_lw/3.jpg"",""time"":155},{""stimulus"":""img/red_lw/4.jpg"",""time"":204},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":308},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":404},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":508},{""stimulus"":""img/red_lw/11.jpg"",""time"":555}]","[]"
"image-keyboard-response","34","65545","0.0-5.0-1.15","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","197","","img/red_lw/choose11.jpg","2","210","red","0.5","0.5","0.5","l","",""
"animation","35","66148","0.0-5.0-2.15","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","210","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":68},{""stimulus"":""img/red_ll/2.jpg"",""time"":107},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":203},{""stimulus"":""img/red_ll/5.jpg"",""time"":259},{""stimulus"":""img/red_ll/6.jpg"",""time"":307},{""stimulus"":""img/red_ll/7.jpg"",""time"":355},{""stimulus"":""img/red_ll/8.jpg"",""time"":404},{""stimulus"":""img/red_ll/9.jpg"",""time"":459},{""stimulus"":""img/red_ll/10.jpg"",""time"":506},{""stimulus"":""img/red_ll/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","36","66427","0.0-5.0-1.16","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","278","","img/red_ll/choose11.jpg","2","209","red","0.5","0.5","0.5","w","",""
"animation","37","67035","0.0-5.0-2.16","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","209","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":67},{""stimulus"":""img/red_lw/2.jpg"",""time"":105},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":209},{""stimulus"":""img/red_lw/5.jpg"",""time"":257},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":353},{""stimulus"":""img/red_lw/8.jpg"",""time"":409},{""stimulus"":""img/red_lw/9.jpg"",""time"":457},{""stimulus"":""img/red_lw/10.jpg"",""time"":505},{""stimulus"":""img/red_lw/11.jpg"",""time"":553}]","[]"
"image-keyboard-response","38","67286","0.0-5.0-1.17","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","250","","img/red_lw/choose11.jpg","2","208","red","0.5","0.5","0.5","l","",""
"animation","39","67891","0.0-5.0-2.17","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","208","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":57},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":172},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":253},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":371},{""stimulus"":""img/red_ll/8.jpg"",""time"":405},{""stimulus"":""img/red_ll/9.jpg"",""time"":453},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":572}]","[]"
"image-keyboard-response","40","68229","0.0-5.0-1.18","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","336","","img/red_ll/choose11.jpg","2","207","red","0.5","0.5","0.5","l","",""
"animation","41","68836","0.0-5.0-2.18","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","207","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":58},{""stimulus"":""img/red_ll/2.jpg"",""time"":112},{""stimulus"":""img/red_ll/3.jpg"",""time"":158},{""stimulus"":""img/red_ll/4.jpg"",""time"":206},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":358},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":454},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","42","69159","0.0-5.0-1.19","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","322","","img/red_ll/choose11.jpg","2","206","red","0.5","0.5","0.5","w","",""
"animation","43","69760","0.0-5.0-2.19","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","206","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":63},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":406},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","44","70087","0.0-5.0-1.20","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","326","","img/red_lw/choose11.jpg","2","205","red","0.5","0.5","0.5","l","",""
"animation","45","70691","0.0-5.0-2.20","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","205","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":53},{""stimulus"":""img/red_ll/2.jpg"",""time"":122},{""stimulus"":""img/red_ll/3.jpg"",""time"":156},{""stimulus"":""img/red_ll/4.jpg"",""time"":206},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":322},{""stimulus"":""img/red_ll/7.jpg"",""time"":357},{""stimulus"":""img/red_ll/8.jpg"",""time"":405},{""stimulus"":""img/red_ll/9.jpg"",""time"":453},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":572}]","[]"
"image-keyboard-response","46","70873","0.0-5.0-1.21","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","180","","img/red_ll/choose11.jpg","2","204","red","0.5","0.5","0.5","w","",""
"animation","47","71476","0.0-5.0-2.21","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","","","","","","","204","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":73},{""stimulus"":""img/red_lw/2.jpg"",""time"":104},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":269},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":354},{""stimulus"":""img/red_lw/8.jpg"",""time"":402},{""stimulus"":""img/red_lw/9.jpg"",""time"":469},{""stimulus"":""img/red_lw/10.jpg"",""time"":505},{""stimulus"":""img/red_lw/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","48","71688","0.0-5.0-1.22","63d42c21dc6f4d60e34cc337","bdp_lott","Sat Mar 25 2023 10:18:41 GMT-0500 (Central Daylight Time)","284889","green","red","","","","choice","","211","","img/red_lw/choose11.jpg","2","203","red","0.5","0.5","0.5","w","",""
