"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"animation","8","53814","0.0-5.0-2.1","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","224","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":66},{""stimulus"":""img/red_lw/2.jpg"",""time"":107},{""stimulus"":""img/red_lw/3.jpg"",""time"":157},{""stimulus"":""img/red_lw/4.jpg"",""time"":206},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":306},{""stimulus"":""img/red_lw/7.jpg"",""time"":364},{""stimulus"":""img/red_lw/8.jpg"",""time"":406},{""stimulus"":""img/red_lw/9.jpg"",""time"":456},{""stimulus"":""img/red_lw/10.jpg"",""time"":506},{""stimulus"":""img/red_lw/11.jpg"",""time"":573}]","[]"
"image-keyboard-response","9","55064","0.0-5.0-1.2","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","1248","","img/red_lw/choose11.jpg","1","223","green","0.5","0.5","0.5","l","",""
"animation","10","55672","0.0-5.0-2.2","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":117},{""stimulus"":""img/green_lw/3.jpg"",""time"":151},{""stimulus"":""img/green_lw/4.jpg"",""time"":202},{""stimulus"":""img/green_lw/5.jpg"",""time"":252},{""stimulus"":""img/green_lw/6.jpg"",""time"":301},{""stimulus"":""img/green_lw/7.jpg"",""time"":351},{""stimulus"":""img/green_lw/8.jpg"",""time"":409},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":509},{""stimulus"":""img/green_lw/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","11","56137","0.0-5.0-1.3","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","464","","img/green_lw/choose11.jpg","2","222","red","0.5","0.5","0.5","w","",""
"animation","12","56740","0.0-5.0-2.3","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","222","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":60},{""stimulus"":""img/red_lw/2.jpg"",""time"":109},{""stimulus"":""img/red_lw/3.jpg"",""time"":156},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":352},{""stimulus"":""img/red_lw/8.jpg"",""time"":408},{""stimulus"":""img/red_lw/9.jpg"",""time"":458},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","13","57446","0.0-5.0-1.4","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","704","","img/red_lw/choose11.jpg","2","221","red","0.5","0.5","0.5","w","",""
"animation","14","58047","0.0-5.0-2.4","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","221","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":59},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":202},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","15","58658","0.0-5.0-1.5","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","609","","img/red_lw/choose11.jpg","2","220","red","0.5","0.5","0.5","w","",""
"animation","16","59260","0.0-5.0-2.5","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","220","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":56},{""stimulus"":""img/red_lw/2.jpg"",""time"":110},{""stimulus"":""img/red_lw/3.jpg"",""time"":156},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":508},{""stimulus"":""img/red_lw/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","17","59731","0.0-5.0-1.6","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","471","","img/red_lw/choose11.jpg","2","219","red","0.5","0.5","0.5","w","",""
"animation","18","60338","0.0-5.0-2.6","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","219","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":59},{""stimulus"":""img/red_lw/2.jpg"",""time"":114},{""stimulus"":""img/red_lw/3.jpg"",""time"":156},{""stimulus"":""img/red_lw/4.jpg"",""time"":208},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":306},{""stimulus"":""img/red_lw/7.jpg"",""time"":364},{""stimulus"":""img/red_lw/8.jpg"",""time"":405},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":507},{""stimulus"":""img/red_lw/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","19","60857","0.0-5.0-1.7","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","517","","img/red_lw/choose11.jpg","2","218","red","0.5","0.5","0.5","l","",""
"animation","20","61463","0.0-5.0-2.7","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","218","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":56},{""stimulus"":""img/red_ll/2.jpg"",""time"":107},{""stimulus"":""img/red_ll/3.jpg"",""time"":157},{""stimulus"":""img/red_ll/4.jpg"",""time"":207},{""stimulus"":""img/red_ll/5.jpg"",""time"":256},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":357},{""stimulus"":""img/red_ll/8.jpg"",""time"":405},{""stimulus"":""img/red_ll/9.jpg"",""time"":453},{""stimulus"":""img/red_ll/10.jpg"",""time"":524},{""stimulus"":""img/red_ll/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","21","62053","0.0-5.0-1.8","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","588","","img/red_ll/choose11.jpg","1","217","green","0.5","0.5","0.5","l","",""
"animation","22","62654","0.0-5.0-2.8","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","217","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":60},{""stimulus"":""img/green_ll/2.jpg"",""time"":111},{""stimulus"":""img/green_ll/3.jpg"",""time"":152},{""stimulus"":""img/green_ll/4.jpg"",""time"":210},{""stimulus"":""img/green_ll/5.jpg"",""time"":254},{""stimulus"":""img/green_ll/6.jpg"",""time"":302},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":409},{""stimulus"":""img/green_ll/9.jpg"",""time"":458},{""stimulus"":""img/green_ll/10.jpg"",""time"":508},{""stimulus"":""img/green_ll/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","23","63311","0.0-5.0-1.9","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","656","","img/green_ll/choose11.jpg","2","216","red","0.5","0.5","0.5","l","",""
"animation","24","63913","0.0-5.0-2.9","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","216","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":251},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","25","64506","0.0-5.0-1.10","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","593","","img/red_ll/choose11.jpg","2","215","red","0.5","0.5","0.5","l","",""
"animation","26","65112","0.0-5.0-2.10","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","215","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":67},{""stimulus"":""img/red_ll/2.jpg"",""time"":106},{""stimulus"":""img/red_ll/3.jpg"",""time"":156},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":256},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":373},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":456},{""stimulus"":""img/red_ll/10.jpg"",""time"":506},{""stimulus"":""img/red_ll/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","27","65448","0.0-5.0-1.11","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","334","","img/red_ll/choose11.jpg","1","214","green","0.5","0.5","0.5","l","",""
"animation","28","66054","0.0-5.0-2.11","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","214","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":63},{""stimulus"":""img/green_ll/2.jpg"",""time"":105},{""stimulus"":""img/green_ll/3.jpg"",""time"":152},{""stimulus"":""img/green_ll/4.jpg"",""time"":206},{""stimulus"":""img/green_ll/5.jpg"",""time"":252},{""stimulus"":""img/green_ll/6.jpg"",""time"":302},{""stimulus"":""img/green_ll/7.jpg"",""time"":351},{""stimulus"":""img/green_ll/8.jpg"",""time"":414},{""stimulus"":""img/green_ll/9.jpg"",""time"":456},{""stimulus"":""img/green_ll/10.jpg"",""time"":509},{""stimulus"":""img/green_ll/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","29","66667","0.0-5.0-1.12","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","612","","img/green_ll/choose11.jpg","1","213","green","0.5","0.5","0.5","w","",""
"animation","30","67279","0.0-5.0-2.12","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","213","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":61},{""stimulus"":""img/green_wl/2.jpg"",""time"":112},{""stimulus"":""img/green_wl/3.jpg"",""time"":154},{""stimulus"":""img/green_wl/4.jpg"",""time"":210},{""stimulus"":""img/green_wl/5.jpg"",""time"":253},{""stimulus"":""img/green_wl/6.jpg"",""time"":304},{""stimulus"":""img/green_wl/7.jpg"",""time"":361},{""stimulus"":""img/green_wl/8.jpg"",""time"":403},{""stimulus"":""img/green_wl/9.jpg"",""time"":453},{""stimulus"":""img/green_wl/10.jpg"",""time"":509},{""stimulus"":""img/green_wl/11.jpg"",""time"":553}]","[]"
"image-keyboard-response","31","68253","0.0-5.0-1.13","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","973","","img/green_wl/choose11.jpg","1","212","green","0.5","0.5","0.5","w","",""
"animation","32","68857","0.0-5.0-2.13","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","212","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":62},{""stimulus"":""img/green_wl/2.jpg"",""time"":110},{""stimulus"":""img/green_wl/3.jpg"",""time"":159},{""stimulus"":""img/green_wl/4.jpg"",""time"":208},{""stimulus"":""img/green_wl/5.jpg"",""time"":258},{""stimulus"":""img/green_wl/6.jpg"",""time"":308},{""stimulus"":""img/green_wl/7.jpg"",""time"":356},{""stimulus"":""img/green_wl/8.jpg"",""time"":405},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":507},{""stimulus"":""img/green_wl/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","33","69396","0.0-5.0-1.14","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","538","","img/green_wl/choose11.jpg","1","211","green","0.5","0.5","0.5","l","",""
"animation","34","70004","0.0-5.0-2.14","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","211","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":107},{""stimulus"":""img/green_ll/3.jpg"",""time"":157},{""stimulus"":""img/green_ll/4.jpg"",""time"":212},{""stimulus"":""img/green_ll/5.jpg"",""time"":252},{""stimulus"":""img/green_ll/6.jpg"",""time"":307},{""stimulus"":""img/green_ll/7.jpg"",""time"":355},{""stimulus"":""img/green_ll/8.jpg"",""time"":412},{""stimulus"":""img/green_ll/9.jpg"",""time"":458},{""stimulus"":""img/green_ll/10.jpg"",""time"":508},{""stimulus"":""img/green_ll/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","35","70650","0.0-5.0-1.15","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","644","","img/green_ll/choose11.jpg","1","210","green","0.5","0.5","0.5","w","",""
"animation","36","71253","0.0-5.0-2.15","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","210","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":63},{""stimulus"":""img/green_wl/2.jpg"",""time"":104},{""stimulus"":""img/green_wl/3.jpg"",""time"":154},{""stimulus"":""img/green_wl/4.jpg"",""time"":212},{""stimulus"":""img/green_wl/5.jpg"",""time"":254},{""stimulus"":""img/green_wl/6.jpg"",""time"":304},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":403},{""stimulus"":""img/green_wl/9.jpg"",""time"":456},{""stimulus"":""img/green_wl/10.jpg"",""time"":503},{""stimulus"":""img/green_wl/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","37","71973","0.0-5.0-1.16","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","718","","img/green_wl/choose11.jpg","2","209","red","0.5","0.5","0.5","w","",""
"animation","38","72578","0.0-5.0-2.16","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","209","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":67},{""stimulus"":""img/red_ww/2.jpg"",""time"":106},{""stimulus"":""img/red_ww/3.jpg"",""time"":156},{""stimulus"":""img/red_ww/4.jpg"",""time"":205},{""stimulus"":""img/red_ww/5.jpg"",""time"":256},{""stimulus"":""img/red_ww/6.jpg"",""time"":305},{""stimulus"":""img/red_ww/7.jpg"",""time"":357},{""stimulus"":""img/red_ww/8.jpg"",""time"":405},{""stimulus"":""img/red_ww/9.jpg"",""time"":456},{""stimulus"":""img/red_ww/10.jpg"",""time"":504},{""stimulus"":""img/red_ww/11.jpg"",""time"":572}]","[]"
"image-keyboard-response","39","73116","0.0-5.0-1.17","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","537","","img/red_ww/choose11.jpg","2","208","red","0.5","0.5","0.5","l","",""
"animation","40","73718","0.0-5.0-2.17","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","208","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":62},{""stimulus"":""img/red_wl/2.jpg"",""time"":104},{""stimulus"":""img/red_wl/3.jpg"",""time"":162},{""stimulus"":""img/red_wl/4.jpg"",""time"":204},{""stimulus"":""img/red_wl/5.jpg"",""time"":254},{""stimulus"":""img/red_wl/6.jpg"",""time"":303},{""stimulus"":""img/red_wl/7.jpg"",""time"":354},{""stimulus"":""img/red_wl/8.jpg"",""time"":410},{""stimulus"":""img/red_wl/9.jpg"",""time"":454},{""stimulus"":""img/red_wl/10.jpg"",""time"":508},{""stimulus"":""img/red_wl/11.jpg"",""time"":565}]","[]"
"image-keyboard-response","41","74089","0.0-5.0-1.18","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","370","","img/red_wl/choose11.jpg","2","207","red","0.5","0.5","0.5","w","",""
"animation","42","74691","0.0-5.0-2.18","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","207","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":64},{""stimulus"":""img/red_ww/2.jpg"",""time"":105},{""stimulus"":""img/red_ww/3.jpg"",""time"":154},{""stimulus"":""img/red_ww/4.jpg"",""time"":205},{""stimulus"":""img/red_ww/5.jpg"",""time"":254},{""stimulus"":""img/red_ww/6.jpg"",""time"":305},{""stimulus"":""img/red_ww/7.jpg"",""time"":350},{""stimulus"":""img/red_ww/8.jpg"",""time"":414},{""stimulus"":""img/red_ww/9.jpg"",""time"":456},{""stimulus"":""img/red_ww/10.jpg"",""time"":504},{""stimulus"":""img/red_ww/11.jpg"",""time"":571}]","[]"
"image-keyboard-response","43","75007","0.0-5.0-1.19","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","315","","img/red_ww/choose11.jpg","2","206","red","0.5","0.5","0.5","l","",""
"animation","44","75610","0.0-5.0-2.19","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","206","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":65},{""stimulus"":""img/red_wl/2.jpg"",""time"":104},{""stimulus"":""img/red_wl/3.jpg"",""time"":154},{""stimulus"":""img/red_wl/4.jpg"",""time"":204},{""stimulus"":""img/red_wl/5.jpg"",""time"":254},{""stimulus"":""img/red_wl/6.jpg"",""time"":304},{""stimulus"":""img/red_wl/7.jpg"",""time"":354},{""stimulus"":""img/red_wl/8.jpg"",""time"":402},{""stimulus"":""img/red_wl/9.jpg"",""time"":453},{""stimulus"":""img/red_wl/10.jpg"",""time"":503},{""stimulus"":""img/red_wl/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","45","76035","0.0-5.0-1.20","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","423","","img/red_wl/choose11.jpg","2","205","red","0.5","0.5","0.5","w","",""
"animation","46","76636","0.0-5.0-2.20","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","205","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":56},{""stimulus"":""img/red_ww/2.jpg"",""time"":104},{""stimulus"":""img/red_ww/3.jpg"",""time"":151},{""stimulus"":""img/red_ww/4.jpg"",""time"":201},{""stimulus"":""img/red_ww/5.jpg"",""time"":251},{""stimulus"":""img/red_ww/6.jpg"",""time"":307},{""stimulus"":""img/red_ww/7.jpg"",""time"":352},{""stimulus"":""img/red_ww/8.jpg"",""time"":407},{""stimulus"":""img/red_ww/9.jpg"",""time"":455},{""stimulus"":""img/red_ww/10.jpg"",""time"":504},{""stimulus"":""img/red_ww/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","47","76962","0.0-5.0-1.21","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","325","","img/red_ww/choose11.jpg","2","204","red","0.5","0.5","0.5","l","",""
"animation","48","77567","0.0-5.0-2.21","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","","","","","","","","204","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":63},{""stimulus"":""img/red_wl/2.jpg"",""time"":103},{""stimulus"":""img/red_wl/3.jpg"",""time"":156},{""stimulus"":""img/red_wl/4.jpg"",""time"":207},{""stimulus"":""img/red_wl/5.jpg"",""time"":256},{""stimulus"":""img/red_wl/6.jpg"",""time"":307},{""stimulus"":""img/red_wl/7.jpg"",""time"":357},{""stimulus"":""img/red_wl/8.jpg"",""time"":407},{""stimulus"":""img/red_wl/9.jpg"",""time"":454},{""stimulus"":""img/red_wl/10.jpg"",""time"":507},{""stimulus"":""img/red_wl/11.jpg"",""time"":555}]","[]"
"image-keyboard-response","49","77911","0.0-5.0-1.22","6400d9235287137e7b62fd29","bdp_lott","Sun Apr 09 2023 16:27:08 GMT-0700 (Pacific Daylight Time)","282282","red","green","","","","choice","","","342","","img/red_wl/choose11.jpg","2","203","red","0.5","0.5","0.5","l","",""
