"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"animation","8","59826","0.0-5.0-2.1","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","224","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":62},{""stimulus"":""img/red_wl/2.jpg"",""time"":121},{""stimulus"":""img/red_wl/3.jpg"",""time"":183},{""stimulus"":""img/red_wl/4.jpg"",""time"":247},{""stimulus"":""img/red_wl/5.jpg"",""time"":313},{""stimulus"":""img/red_wl/6.jpg"",""time"":375},{""stimulus"":""img/red_wl/7.jpg"",""time"":438},{""stimulus"":""img/red_wl/8.jpg"",""time"":499},{""stimulus"":""img/red_wl/9.jpg"",""time"":559},{""stimulus"":""img/red_wl/10.jpg"",""time"":609},{""stimulus"":""img/red_wl/11.jpg"",""time"":669}]","[]"
"image-keyboard-response","9","60651","0.0-5.0-1.2","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","823","","img/red_wl/choose11.jpg","1","223","green","0.5","0.5","0.5","l","",""
"animation","10","61386","0.0-5.0-2.2","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":61},{""stimulus"":""img/green_ll/2.jpg"",""time"":126},{""stimulus"":""img/green_ll/3.jpg"",""time"":187},{""stimulus"":""img/green_ll/4.jpg"",""time"":249},{""stimulus"":""img/green_ll/5.jpg"",""time"":310},{""stimulus"":""img/green_ll/6.jpg"",""time"":376},{""stimulus"":""img/green_ll/7.jpg"",""time"":435},{""stimulus"":""img/green_ll/8.jpg"",""time"":484},{""stimulus"":""img/green_ll/9.jpg"",""time"":546},{""stimulus"":""img/green_ll/10.jpg"",""time"":610},{""stimulus"":""img/green_ll/11.jpg"",""time"":674}]","[]"
"image-keyboard-response","11","62617","0.0-5.0-1.3","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","1229","","img/green_ll/choose11.jpg","1","222","green","0.5","0.5","0.5","l","",""
"animation","12","63379","0.0-5.0-2.3","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","222","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":62},{""stimulus"":""img/green_ll/2.jpg"",""time"":126},{""stimulus"":""img/green_ll/3.jpg"",""time"":193},{""stimulus"":""img/green_ll/4.jpg"",""time"":256},{""stimulus"":""img/green_ll/5.jpg"",""time"":316},{""stimulus"":""img/green_ll/6.jpg"",""time"":381},{""stimulus"":""img/green_ll/7.jpg"",""time"":444},{""stimulus"":""img/green_ll/8.jpg"",""time"":508},{""stimulus"":""img/green_ll/9.jpg"",""time"":570},{""stimulus"":""img/green_ll/10.jpg"",""time"":636},{""stimulus"":""img/green_ll/11.jpg"",""time"":697}]","[]"
"image-keyboard-response","13","64140","0.0-5.0-1.4","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","760","","img/green_ll/choose11.jpg","2","221","red","0.5","0.5","0.5","w","",""
"animation","14","64878","0.0-5.0-2.4","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","221","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":56},{""stimulus"":""img/red_lw/2.jpg"",""time"":120},{""stimulus"":""img/red_lw/3.jpg"",""time"":183},{""stimulus"":""img/red_lw/4.jpg"",""time"":248},{""stimulus"":""img/red_lw/5.jpg"",""time"":313},{""stimulus"":""img/red_lw/6.jpg"",""time"":377},{""stimulus"":""img/red_lw/7.jpg"",""time"":441},{""stimulus"":""img/red_lw/8.jpg"",""time"":502},{""stimulus"":""img/red_lw/9.jpg"",""time"":552},{""stimulus"":""img/red_lw/10.jpg"",""time"":615},{""stimulus"":""img/red_lw/11.jpg"",""time"":676}]","[]"
"image-keyboard-response","15","66061","0.0-5.0-1.5","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","1182","","img/red_lw/choose11.jpg","2","220","red","0.5","0.5","0.5","l","",""
"animation","16","66813","0.0-5.0-2.5","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","220","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":62},{""stimulus"":""img/red_ll/2.jpg"",""time"":126},{""stimulus"":""img/red_ll/3.jpg"",""time"":192},{""stimulus"":""img/red_ll/4.jpg"",""time"":252},{""stimulus"":""img/red_ll/5.jpg"",""time"":316},{""stimulus"":""img/red_ll/6.jpg"",""time"":381},{""stimulus"":""img/red_ll/7.jpg"",""time"":442},{""stimulus"":""img/red_ll/8.jpg"",""time"":502},{""stimulus"":""img/red_ll/9.jpg"",""time"":565},{""stimulus"":""img/red_ll/10.jpg"",""time"":626},{""stimulus"":""img/red_ll/11.jpg"",""time"":687}]","[]"
"image-keyboard-response","17","67725","0.0-5.0-1.6","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","910","","img/red_ll/choose11.jpg","2","219","red","0.5","0.5","0.5","w","",""
"animation","18","68471","0.0-5.0-2.6","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","219","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":66},{""stimulus"":""img/red_lw/2.jpg"",""time"":127},{""stimulus"":""img/red_lw/3.jpg"",""time"":185},{""stimulus"":""img/red_lw/4.jpg"",""time"":250},{""stimulus"":""img/red_lw/5.jpg"",""time"":312},{""stimulus"":""img/red_lw/6.jpg"",""time"":361},{""stimulus"":""img/red_lw/7.jpg"",""time"":421},{""stimulus"":""img/red_lw/8.jpg"",""time"":484},{""stimulus"":""img/red_lw/9.jpg"",""time"":548},{""stimulus"":""img/red_lw/10.jpg"",""time"":614},{""stimulus"":""img/red_lw/11.jpg"",""time"":679}]","[]"
"image-keyboard-response","19","69718","0.0-5.0-1.7","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","1240","","img/red_lw/choose11.jpg","2","218","red","0.5","0.5","0.5","l","",""
"animation","20","70449","0.0-5.0-2.7","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","218","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":56},{""stimulus"":""img/red_ll/2.jpg"",""time"":118},{""stimulus"":""img/red_ll/3.jpg"",""time"":182},{""stimulus"":""img/red_ll/4.jpg"",""time"":245},{""stimulus"":""img/red_ll/5.jpg"",""time"":306},{""stimulus"":""img/red_ll/6.jpg"",""time"":367},{""stimulus"":""img/red_ll/7.jpg"",""time"":428},{""stimulus"":""img/red_ll/8.jpg"",""time"":490},{""stimulus"":""img/red_ll/9.jpg"",""time"":550},{""stimulus"":""img/red_ll/10.jpg"",""time"":612},{""stimulus"":""img/red_ll/11.jpg"",""time"":676}]","[]"
"image-keyboard-response","21","71035","0.0-5.0-1.8","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","585","","img/red_ll/choose11.jpg","1","217","green","0.5","0.5","0.5","l","",""
"animation","22","71799","0.0-5.0-2.8","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","217","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":65},{""stimulus"":""img/green_ll/2.jpg"",""time"":129},{""stimulus"":""img/green_ll/3.jpg"",""time"":192},{""stimulus"":""img/green_ll/4.jpg"",""time"":257},{""stimulus"":""img/green_ll/5.jpg"",""time"":320},{""stimulus"":""img/green_ll/6.jpg"",""time"":385},{""stimulus"":""img/green_ll/7.jpg"",""time"":445},{""stimulus"":""img/green_ll/8.jpg"",""time"":506},{""stimulus"":""img/green_ll/9.jpg"",""time"":570},{""stimulus"":""img/green_ll/10.jpg"",""time"":635},{""stimulus"":""img/green_ll/11.jpg"",""time"":699}]","[]"
"image-keyboard-response","23","72258","0.0-5.0-1.9","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","457","","img/green_ll/choose11.jpg","2","216","red","0.5","0.5","0.5","w","",""
"animation","24","73008","0.0-5.0-2.9","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","216","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":53},{""stimulus"":""img/red_lw/2.jpg"",""time"":116},{""stimulus"":""img/red_lw/3.jpg"",""time"":180},{""stimulus"":""img/red_lw/4.jpg"",""time"":244},{""stimulus"":""img/red_lw/5.jpg"",""time"":309},{""stimulus"":""img/red_lw/6.jpg"",""time"":375},{""stimulus"":""img/red_lw/7.jpg"",""time"":435},{""stimulus"":""img/red_lw/8.jpg"",""time"":500},{""stimulus"":""img/red_lw/9.jpg"",""time"":564},{""stimulus"":""img/red_lw/10.jpg"",""time"":629},{""stimulus"":""img/red_lw/11.jpg"",""time"":687}]","[]"
"image-keyboard-response","25","73737","0.0-5.0-1.10","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","721","","img/red_lw/choose11.jpg","2","215","red","0.5","0.5","0.5","l","",""
"animation","26","74472","0.0-5.0-2.10","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","215","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":55},{""stimulus"":""img/red_ll/2.jpg"",""time"":116},{""stimulus"":""img/red_ll/3.jpg"",""time"":179},{""stimulus"":""img/red_ll/4.jpg"",""time"":242},{""stimulus"":""img/red_ll/5.jpg"",""time"":303},{""stimulus"":""img/red_ll/6.jpg"",""time"":364},{""stimulus"":""img/red_ll/7.jpg"",""time"":415},{""stimulus"":""img/red_ll/8.jpg"",""time"":480},{""stimulus"":""img/red_ll/9.jpg"",""time"":545},{""stimulus"":""img/red_ll/10.jpg"",""time"":607},{""stimulus"":""img/red_ll/11.jpg"",""time"":671}]","[]"
"image-keyboard-response","27","75079","0.0-5.0-1.11","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","604","","img/red_ll/choose11.jpg","2","214","red","0.5","0.5","0.5","l","",""
"animation","28","75794","0.0-5.0-2.11","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","214","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":63},{""stimulus"":""img/red_ll/2.jpg"",""time"":123},{""stimulus"":""img/red_ll/3.jpg"",""time"":188},{""stimulus"":""img/red_ll/4.jpg"",""time"":249},{""stimulus"":""img/red_ll/5.jpg"",""time"":311},{""stimulus"":""img/red_ll/6.jpg"",""time"":367},{""stimulus"":""img/red_ll/7.jpg"",""time"":424},{""stimulus"":""img/red_ll/8.jpg"",""time"":481},{""stimulus"":""img/red_ll/9.jpg"",""time"":541},{""stimulus"":""img/red_ll/10.jpg"",""time"":596},{""stimulus"":""img/red_ll/11.jpg"",""time"":656}]","[]"
"image-keyboard-response","29","76545","0.0-5.0-1.12","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","748","","img/red_ll/choose11.jpg","1","213","green","0.5","0.5","0.5","l","",""
"animation","30","77290","0.0-5.0-2.12","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","213","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":59},{""stimulus"":""img/green_ll/2.jpg"",""time"":122},{""stimulus"":""img/green_ll/3.jpg"",""time"":182},{""stimulus"":""img/green_ll/4.jpg"",""time"":242},{""stimulus"":""img/green_ll/5.jpg"",""time"":303},{""stimulus"":""img/green_ll/6.jpg"",""time"":368},{""stimulus"":""img/green_ll/7.jpg"",""time"":432},{""stimulus"":""img/green_ll/8.jpg"",""time"":493},{""stimulus"":""img/green_ll/9.jpg"",""time"":557},{""stimulus"":""img/green_ll/10.jpg"",""time"":618},{""stimulus"":""img/green_ll/11.jpg"",""time"":681}]","[]"
"image-keyboard-response","31","77956","0.0-5.0-1.13","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","665","","img/green_ll/choose11.jpg","1","212","green","0.5","0.5","0.5","w","",""
"animation","32","78688","0.0-5.0-2.13","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","212","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":53},{""stimulus"":""img/green_wl/2.jpg"",""time"":116},{""stimulus"":""img/green_wl/3.jpg"",""time"":181},{""stimulus"":""img/green_wl/4.jpg"",""time"":231},{""stimulus"":""img/green_wl/5.jpg"",""time"":294},{""stimulus"":""img/green_wl/6.jpg"",""time"":357},{""stimulus"":""img/green_wl/7.jpg"",""time"":420},{""stimulus"":""img/green_wl/8.jpg"",""time"":481},{""stimulus"":""img/green_wl/9.jpg"",""time"":547},{""stimulus"":""img/green_wl/10.jpg"",""time"":609},{""stimulus"":""img/green_wl/11.jpg"",""time"":672}]","[]"
"image-keyboard-response","33","79840","0.0-5.0-1.14","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","1150","","img/green_wl/choose11.jpg","2","211","red","0.5","0.5","0.5","l","",""
"animation","34","80563","0.0-5.0-2.14","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","211","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":52},{""stimulus"":""img/red_wl/2.jpg"",""time"":115},{""stimulus"":""img/red_wl/3.jpg"",""time"":177},{""stimulus"":""img/red_wl/4.jpg"",""time"":238},{""stimulus"":""img/red_wl/5.jpg"",""time"":299},{""stimulus"":""img/red_wl/6.jpg"",""time"":362},{""stimulus"":""img/red_wl/7.jpg"",""time"":419},{""stimulus"":""img/red_wl/8.jpg"",""time"":480},{""stimulus"":""img/red_wl/9.jpg"",""time"":531},{""stimulus"":""img/red_wl/10.jpg"",""time"":596},{""stimulus"":""img/red_wl/11.jpg"",""time"":657}]","[]"
"image-keyboard-response","35","81242","0.0-5.0-1.15","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","677","","img/red_wl/choose11.jpg","2","210","red","0.5","0.5","0.5","l","",""
"animation","36","82003","0.0-5.0-2.15","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","210","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":65},{""stimulus"":""img/red_wl/2.jpg"",""time"":127},{""stimulus"":""img/red_wl/3.jpg"",""time"":191},{""stimulus"":""img/red_wl/4.jpg"",""time"":253},{""stimulus"":""img/red_wl/5.jpg"",""time"":317},{""stimulus"":""img/red_wl/6.jpg"",""time"":381},{""stimulus"":""img/red_wl/7.jpg"",""time"":447},{""stimulus"":""img/red_wl/8.jpg"",""time"":508},{""stimulus"":""img/red_wl/9.jpg"",""time"":570},{""stimulus"":""img/red_wl/10.jpg"",""time"":635},{""stimulus"":""img/red_wl/11.jpg"",""time"":696}]","[]"
"image-keyboard-response","37","82412","0.0-5.0-1.16","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","408","","img/red_wl/choose11.jpg","1","209","green","0.5","0.5","0.5","l","",""
"animation","38","83146","0.0-5.0-2.16","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","209","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":53},{""stimulus"":""img/green_ll/2.jpg"",""time"":114},{""stimulus"":""img/green_ll/3.jpg"",""time"":177},{""stimulus"":""img/green_ll/4.jpg"",""time"":242},{""stimulus"":""img/green_ll/5.jpg"",""time"":307},{""stimulus"":""img/green_ll/6.jpg"",""time"":371},{""stimulus"":""img/green_ll/7.jpg"",""time"":432},{""stimulus"":""img/green_ll/8.jpg"",""time"":496},{""stimulus"":""img/green_ll/9.jpg"",""time"":546},{""stimulus"":""img/green_ll/10.jpg"",""time"":610},{""stimulus"":""img/green_ll/11.jpg"",""time"":671}]","[]"
"image-keyboard-response","39","84067","0.0-5.0-1.17","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","920","","img/green_ll/choose11.jpg","1","208","green","0.5","0.5","0.5","l","",""
"animation","40","84797","0.0-5.0-2.17","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","208","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":54},{""stimulus"":""img/green_ll/2.jpg"",""time"":118},{""stimulus"":""img/green_ll/3.jpg"",""time"":168},{""stimulus"":""img/green_ll/4.jpg"",""time"":231},{""stimulus"":""img/green_ll/5.jpg"",""time"":292},{""stimulus"":""img/green_ll/6.jpg"",""time"":352},{""stimulus"":""img/green_ll/7.jpg"",""time"":415},{""stimulus"":""img/green_ll/8.jpg"",""time"":476},{""stimulus"":""img/green_ll/9.jpg"",""time"":538},{""stimulus"":""img/green_ll/10.jpg"",""time"":599},{""stimulus"":""img/green_ll/11.jpg"",""time"":665}]","[]"
"image-keyboard-response","41","85380","0.0-5.0-1.18","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","582","","img/green_ll/choose11.jpg","2","207","red","0.5","0.5","0.5","w","",""
"animation","42","86115","0.0-5.0-2.18","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","207","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":55},{""stimulus"":""img/red_lw/2.jpg"",""time"":116},{""stimulus"":""img/red_lw/3.jpg"",""time"":176},{""stimulus"":""img/red_lw/4.jpg"",""time"":236},{""stimulus"":""img/red_lw/5.jpg"",""time"":298},{""stimulus"":""img/red_lw/6.jpg"",""time"":360},{""stimulus"":""img/red_lw/7.jpg"",""time"":423},{""stimulus"":""img/red_lw/8.jpg"",""time"":484},{""stimulus"":""img/red_lw/9.jpg"",""time"":548},{""stimulus"":""img/red_lw/10.jpg"",""time"":609},{""stimulus"":""img/red_lw/11.jpg"",""time"":670}]","[]"
"image-keyboard-response","43","87625","0.0-5.0-1.19","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","1509","","img/red_lw/choose11.jpg","1","206","green","0.5","0.5","0.5","w","",""
"animation","44","88374","0.0-5.0-2.19","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","206","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":66},{""stimulus"":""img/green_ww/2.jpg"",""time"":130},{""stimulus"":""img/green_ww/3.jpg"",""time"":189},{""stimulus"":""img/green_ww/4.jpg"",""time"":251},{""stimulus"":""img/green_ww/5.jpg"",""time"":314},{""stimulus"":""img/green_ww/6.jpg"",""time"":380},{""stimulus"":""img/green_ww/7.jpg"",""time"":441},{""stimulus"":""img/green_ww/8.jpg"",""time"":503},{""stimulus"":""img/green_ww/9.jpg"",""time"":564},{""stimulus"":""img/green_ww/10.jpg"",""time"":627},{""stimulus"":""img/green_ww/11.jpg"",""time"":686}]","[]"
"image-keyboard-response","45","89270","0.0-5.0-1.20","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","893","","img/green_ww/choose11.jpg","2","205","red","0.5","0.5","0.5","w","",""
"animation","46","90016","0.0-5.0-2.20","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","205","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":63},{""stimulus"":""img/red_ww/2.jpg"",""time"":125},{""stimulus"":""img/red_ww/3.jpg"",""time"":190},{""stimulus"":""img/red_ww/4.jpg"",""time"":253},{""stimulus"":""img/red_ww/5.jpg"",""time"":313},{""stimulus"":""img/red_ww/6.jpg"",""time"":374},{""stimulus"":""img/red_ww/7.jpg"",""time"":436},{""stimulus"":""img/red_ww/8.jpg"",""time"":497},{""stimulus"":""img/red_ww/9.jpg"",""time"":558},{""stimulus"":""img/red_ww/10.jpg"",""time"":620},{""stimulus"":""img/red_ww/11.jpg"",""time"":681}]","[]"
"image-keyboard-response","47","90913","0.0-5.0-1.21","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","896","","img/red_ww/choose11.jpg","2","204","red","0.5","0.5","0.5","l","",""
"animation","48","91658","0.0-5.0-2.21","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","","","","","","","204","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":53},{""stimulus"":""img/red_wl/2.jpg"",""time"":114},{""stimulus"":""img/red_wl/3.jpg"",""time"":180},{""stimulus"":""img/red_wl/4.jpg"",""time"":240},{""stimulus"":""img/red_wl/5.jpg"",""time"":304},{""stimulus"":""img/red_wl/6.jpg"",""time"":365},{""stimulus"":""img/red_wl/7.jpg"",""time"":427},{""stimulus"":""img/red_wl/8.jpg"",""time"":489},{""stimulus"":""img/red_wl/9.jpg"",""time"":552},{""stimulus"":""img/red_wl/10.jpg"",""time"":617},{""stimulus"":""img/red_wl/11.jpg"",""time"":681}]","[]"
"image-keyboard-response","49","92463","0.0-5.0-1.22","63b6c76ff03d438cd09b8c56","bdp_lott","Tue Mar 28 2023 09:51:24 GMT-0400 (Eastern Daylight Time)","345351","green","red","","","","choice","","804","","img/red_wl/choose11.jpg","1","203","green","0.5","0.5","0.5","l","",""
