"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","14","64302","0.0-5.0-2.4","","","","","","221","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":53},{""stimulus"":""img/green_ll/2.jpg"",""time"":102},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":201},{""stimulus"":""img/green_ll/5.jpg"",""time"":251},{""stimulus"":""img/green_ll/6.jpg"",""time"":301},{""stimulus"":""img/green_ll/7.jpg"",""time"":351},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":451},{""stimulus"":""img/green_ll/10.jpg"",""time"":502},{""stimulus"":""img/green_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","15","65102","0.0-5.0-1.5","","798","","img/green_ll/choose11.jpg","2","220","red","0.5","0.5","0.5","l","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","16","65703","0.0-5.0-2.5","","","","","","220","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":251},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":461},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":552}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","17","66181","0.0-5.0-1.6","","477","","img/red_ll/choose11.jpg","2","219","red","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","18","66782","0.0-5.0-2.6","","","","","","219","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":100},{""stimulus"":""img/red_lw/3.jpg"",""time"":159},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":450},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","19","68567","0.0-5.0-1.7","","1784","","img/red_lw/choose11.jpg","1","218","green","0.5","0.5","0.5","l","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","20","69168","0.0-5.0-2.7","","","","","","218","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":101},{""stimulus"":""img/green_lw/3.jpg"",""time"":151},{""stimulus"":""img/green_lw/4.jpg"",""time"":202},{""stimulus"":""img/green_lw/5.jpg"",""time"":253},{""stimulus"":""img/green_lw/6.jpg"",""time"":301},{""stimulus"":""img/green_lw/7.jpg"",""time"":351},{""stimulus"":""img/green_lw/8.jpg"",""time"":401},{""stimulus"":""img/green_lw/9.jpg"",""time"":451},{""stimulus"":""img/green_lw/10.jpg"",""time"":501},{""stimulus"":""img/green_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","21","69930","0.0-5.0-1.8","","762","","img/green_lw/choose11.jpg","1","217","green","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","22","70530","0.0-5.0-2.8","","","","","","217","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":101},{""stimulus"":""img/green_ww/3.jpg"",""time"":151},{""stimulus"":""img/green_ww/4.jpg"",""time"":202},{""stimulus"":""img/green_ww/5.jpg"",""time"":251},{""stimulus"":""img/green_ww/6.jpg"",""time"":301},{""stimulus"":""img/green_ww/7.jpg"",""time"":351},{""stimulus"":""img/green_ww/8.jpg"",""time"":401},{""stimulus"":""img/green_ww/9.jpg"",""time"":451},{""stimulus"":""img/green_ww/10.jpg"",""time"":501},{""stimulus"":""img/green_ww/11.jpg"",""time"":551}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","23","71358","0.0-5.0-1.9","","827","","img/green_ww/choose11.jpg","2","216","red","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","24","71959","0.0-5.0-2.9","","","","","","216","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":51},{""stimulus"":""img/red_ww/2.jpg"",""time"":102},{""stimulus"":""img/red_ww/3.jpg"",""time"":151},{""stimulus"":""img/red_ww/4.jpg"",""time"":201},{""stimulus"":""img/red_ww/5.jpg"",""time"":251},{""stimulus"":""img/red_ww/6.jpg"",""time"":301},{""stimulus"":""img/red_ww/7.jpg"",""time"":351},{""stimulus"":""img/red_ww/8.jpg"",""time"":401},{""stimulus"":""img/red_ww/9.jpg"",""time"":452},{""stimulus"":""img/red_ww/10.jpg"",""time"":501},{""stimulus"":""img/red_ww/11.jpg"",""time"":551}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","25","72722","0.0-5.0-1.10","","762","","img/red_ww/choose11.jpg","1","215","green","0.5","0.5","0.5","l","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","26","73323","0.0-5.0-2.10","","","","","","215","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":101},{""stimulus"":""img/green_lw/3.jpg"",""time"":152},{""stimulus"":""img/green_lw/4.jpg"",""time"":201},{""stimulus"":""img/green_lw/5.jpg"",""time"":266},{""stimulus"":""img/green_lw/6.jpg"",""time"":302},{""stimulus"":""img/green_lw/7.jpg"",""time"":351},{""stimulus"":""img/green_lw/8.jpg"",""time"":401},{""stimulus"":""img/green_lw/9.jpg"",""time"":451},{""stimulus"":""img/green_lw/10.jpg"",""time"":503},{""stimulus"":""img/green_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","27","74288","0.0-5.0-1.11","","964","","img/green_lw/choose11.jpg","1","214","green","0.5","0.5","0.5","l","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","28","74889","0.0-5.0-2.11","","","","","","214","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":50},{""stimulus"":""img/green_lw/2.jpg"",""time"":101},{""stimulus"":""img/green_lw/3.jpg"",""time"":151},{""stimulus"":""img/green_lw/4.jpg"",""time"":201},{""stimulus"":""img/green_lw/5.jpg"",""time"":250},{""stimulus"":""img/green_lw/6.jpg"",""time"":300},{""stimulus"":""img/green_lw/7.jpg"",""time"":350},{""stimulus"":""img/green_lw/8.jpg"",""time"":401},{""stimulus"":""img/green_lw/9.jpg"",""time"":450},{""stimulus"":""img/green_lw/10.jpg"",""time"":502},{""stimulus"":""img/green_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","29","75375","0.0-5.0-1.12","","485","","img/green_lw/choose11.jpg","2","213","red","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","30","75976","0.0-5.0-2.12","","","","","","213","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":200},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":352},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","31","76928","0.0-5.0-1.13","","951","","img/red_lw/choose11.jpg","2","212","red","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","32","77530","0.0-5.0-2.13","","","","","","212","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":152},{""stimulus"":""img/red_lw/4.jpg"",""time"":202},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":352},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":509},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","33","78316","0.0-5.0-1.14","","786","","img/red_lw/choose11.jpg","2","211","red","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","34","78918","0.0-5.0-2.14","","","","","","211","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":100},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":200},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":304},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":450},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":550}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","35","79829","0.0-5.0-1.15","","911","","img/red_lw/choose11.jpg","2","210","red","0.5","0.5","0.5","l","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","36","80430","0.0-5.0-2.15","","","","","","210","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":156},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":250},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","37","80964","0.0-5.0-1.16","","533","","img/red_ll/choose11.jpg","1","209","green","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","38","81565","0.0-5.0-2.16","","","","","","209","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":150},{""stimulus"":""img/green_wl/4.jpg"",""time"":201},{""stimulus"":""img/green_wl/5.jpg"",""time"":251},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":552}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","39","82290","0.0-5.0-1.17","","724","","img/green_wl/choose11.jpg","1","208","green","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","40","82891","0.0-5.0-2.17","","","","","","208","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":103},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":201},{""stimulus"":""img/green_wl/5.jpg"",""time"":251},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":400},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","41","83580","0.0-5.0-1.18","","687","","img/green_wl/choose11.jpg","1","207","green","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","42","84181","0.0-5.0-2.18","","","","","","207","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":202},{""stimulus"":""img/green_wl/5.jpg"",""time"":251},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":452},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","43","84659","0.0-5.0-1.19","","477","","img/green_wl/choose11.jpg","1","206","green","0.5","0.5","0.5","l","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","44","85260","0.0-5.0-2.19","","","","","","206","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":102},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":202},{""stimulus"":""img/green_ll/5.jpg"",""time"":261},{""stimulus"":""img/green_ll/6.jpg"",""time"":302},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":402},{""stimulus"":""img/green_ll/9.jpg"",""time"":452},{""stimulus"":""img/green_ll/10.jpg"",""time"":502},{""stimulus"":""img/green_ll/11.jpg"",""time"":552}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","45","85792","0.0-5.0-1.20","","531","","img/green_ll/choose11.jpg","2","205","red","0.5","0.5","0.5","l","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","46","86393","0.0-5.0-2.20","","","","","","205","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":402},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":552}]","[]"
"","","","choice","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","image-keyboard-response","47","86770","0.0-5.0-1.21","","376","","img/red_ll/choose11.jpg","1","204","green","0.5","0.5","0.5","w","",""
"","","","","","63ea63669423c84daf2c5dbd","bdp_lott","Mon Mar 27 2023 20:12:09 GMT-0400 (Eastern Daylight Time)","332396","green","red","animation","48","87371","0.0-5.0-2.21","","","","","","204","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":52},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":152},{""stimulus"":""img/green_wl/4.jpg"",""time"":201},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":502},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
