"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","7","50958","0.0-5.0-1.1","","1037","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","8","51559","0.0-5.0-2.1","","","","","","224","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":200},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":350},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":500},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","9","53279","0.0-5.0-1.2","","1720","","img/red_lw/choose11.jpg","2","223","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","10","53880","0.0-5.0-2.2","","","","","","223","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":100},{""stimulus"":""img/red_ll/3.jpg"",""time"":150},{""stimulus"":""img/red_ll/4.jpg"",""time"":200},{""stimulus"":""img/red_ll/5.jpg"",""time"":250},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":350},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","11","54798","0.0-5.0-1.3","","917","","img/red_ll/choose11.jpg","2","222","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","12","55399","0.0-5.0-2.3","","","","","","222","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":251},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":402},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","13","56125","0.0-5.0-1.4","","725","","img/red_ll/choose11.jpg","2","221","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","14","56726","0.0-5.0-2.4","","","","","","221","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":152},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":400},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","15","57605","0.0-5.0-1.5","","878","","img/red_lw/choose11.jpg","2","220","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","16","58205","0.0-5.0-2.5","","","","","","220","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":402},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","17","58741","0.0-5.0-1.6","","535","","img/red_ll/choose11.jpg","2","219","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","18","59342","0.0-5.0-2.6","","","","","","219","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":202},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":352},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":450},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","19","60318","0.0-5.0-1.7","","975","","img/red_lw/choose11.jpg","2","218","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","20","60919","0.0-5.0-2.7","","","","","","218","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":300},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":552}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","21","61528","0.0-5.0-1.8","","608","","img/red_ll/choose11.jpg","2","217","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","22","62130","0.0-5.0-2.8","","","","","","217","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":251},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","23","62653","0.0-5.0-1.9","","523","","img/red_ll/choose11.jpg","2","216","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","24","63254","0.0-5.0-2.9","","","","","","216","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":50},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":152},{""stimulus"":""img/red_lw/4.jpg"",""time"":202},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","25","63933","0.0-5.0-1.10","","678","","img/red_lw/choose11.jpg","2","215","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","26","64535","0.0-5.0-2.10","","","","","","215","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":303},{""stimulus"":""img/red_lw/7.jpg"",""time"":352},{""stimulus"":""img/red_lw/8.jpg"",""time"":402},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","27","65154","0.0-5.0-1.11","","619","","img/red_lw/choose11.jpg","2","214","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","28","65755","0.0-5.0-2.11","","","","","","214","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":103},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":503},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","29","66221","0.0-5.0-1.12","","465","","img/red_lw/choose11.jpg","2","213","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","30","66822","0.0-5.0-2.12","","","","","","213","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":100},{""stimulus"":""img/red_ll/3.jpg"",""time"":150},{""stimulus"":""img/red_ll/4.jpg"",""time"":200},{""stimulus"":""img/red_ll/5.jpg"",""time"":250},{""stimulus"":""img/red_ll/6.jpg"",""time"":300},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":400},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":550}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","31","68006","0.0-5.0-1.13","","1183","","img/red_ll/choose11.jpg","2","212","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","32","68607","0.0-5.0-2.13","","","","","","212","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":202},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","33","69239","0.0-5.0-1.14","","631","","img/red_lw/choose11.jpg","2","211","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","34","69839","0.0-5.0-2.14","","","","","","211","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","35","70438","0.0-5.0-1.15","","598","","img/red_ll/choose11.jpg","2","210","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","36","71039","0.0-5.0-2.15","","","","","","210","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":402},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":552}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","37","71486","0.0-5.0-1.16","","446","","img/red_ll/choose11.jpg","2","209","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","38","72086","0.0-5.0-2.16","","","","","","209","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":250},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":402},{""stimulus"":""img/red_lw/9.jpg"",""time"":450},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","39","72670","0.0-5.0-1.17","","583","","img/red_lw/choose11.jpg","2","208","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","40","73271","0.0-5.0-2.17","","","","","","208","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":453},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","41","73805","0.0-5.0-1.18","","533","","img/red_lw/choose11.jpg","2","207","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","42","74407","0.0-5.0-2.18","","","","","","207","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":103},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":303},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":402},{""stimulus"":""img/red_lw/9.jpg"",""time"":453},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","43","75030","0.0-5.0-1.19","","622","","img/red_lw/choose11.jpg","2","206","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","44","75630","0.0-5.0-2.19","","","","","","206","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":50},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":251},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","45","76263","0.0-5.0-1.20","","632","","img/red_ll/choose11.jpg","2","205","red","0.5","0.5","0.5","w","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","46","76864","0.0-5.0-2.20","","","","","","205","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":150},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":300},{""stimulus"":""img/red_lw/7.jpg"",""time"":350},{""stimulus"":""img/red_lw/8.jpg"",""time"":402},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":500},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","image-keyboard-response","47","77245","0.0-5.0-1.21","","380","","img/red_lw/choose11.jpg","2","204","red","0.5","0.5","0.5","l","",""
"","","","","","63614ad63aec6bcf8a045124","bdp_lott","Sun Mar 26 2023 15:15:31 GMT-0400 (Eastern Daylight Time)","284553","green","red","animation","48","77846","0.0-5.0-2.21","","","","","","204","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":251},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":550}]","[]"
