"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"image-keyboard-response","7","41343","0.0-5.0-1.1","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","1214","","","","choice","","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","l","",""
"animation","8","41951","0.0-5.0-2.1","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","224","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":58},{""stimulus"":""img/red_ll/2.jpg"",""time"":106},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":303},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":410},{""stimulus"":""img/red_ll/9.jpg"",""time"":458},{""stimulus"":""img/red_ll/10.jpg"",""time"":506},{""stimulus"":""img/red_ll/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","9","43008","0.0-5.0-1.2","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","1056","","","","choice","","","img/red_ll/choose11.jpg","1","223","green","0.5","0.5","0.5","w","",""
"animation","10","43615","0.0-5.0-2.2","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":58},{""stimulus"":""img/green_wl/2.jpg"",""time"":106},{""stimulus"":""img/green_wl/3.jpg"",""time"":154},{""stimulus"":""img/green_wl/4.jpg"",""time"":207},{""stimulus"":""img/green_wl/5.jpg"",""time"":255},{""stimulus"":""img/green_wl/6.jpg"",""time"":303},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":410},{""stimulus"":""img/green_wl/9.jpg"",""time"":458},{""stimulus"":""img/green_wl/10.jpg"",""time"":506},{""stimulus"":""img/green_wl/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","11","44474","0.0-5.0-1.3","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","858","","","","choice","","","img/green_wl/choose11.jpg","2","222","red","0.5","0.5","0.5","l","",""
"animation","12","45082","0.0-5.0-2.3","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","222","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":53},{""stimulus"":""img/red_wl/2.jpg"",""time"":101},{""stimulus"":""img/red_wl/3.jpg"",""time"":159},{""stimulus"":""img/red_wl/4.jpg"",""time"":207},{""stimulus"":""img/red_wl/5.jpg"",""time"":255},{""stimulus"":""img/red_wl/6.jpg"",""time"":303},{""stimulus"":""img/red_wl/7.jpg"",""time"":356},{""stimulus"":""img/red_wl/8.jpg"",""time"":404},{""stimulus"":""img/red_wl/9.jpg"",""time"":452},{""stimulus"":""img/red_wl/10.jpg"",""time"":502},{""stimulus"":""img/red_wl/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","13","45596","0.0-5.0-1.4","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","513","","","","choice","","","img/red_wl/choose11.jpg","1","221","green","0.5","0.5","0.5","w","",""
"animation","14","46201","0.0-5.0-2.4","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","221","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":52},{""stimulus"":""img/green_wl/2.jpg"",""time"":110},{""stimulus"":""img/green_wl/3.jpg"",""time"":158},{""stimulus"":""img/green_wl/4.jpg"",""time"":206},{""stimulus"":""img/green_wl/5.jpg"",""time"":254},{""stimulus"":""img/green_wl/6.jpg"",""time"":307},{""stimulus"":""img/green_wl/7.jpg"",""time"":355},{""stimulus"":""img/green_wl/8.jpg"",""time"":408},{""stimulus"":""img/green_wl/9.jpg"",""time"":456},{""stimulus"":""img/green_wl/10.jpg"",""time"":510},{""stimulus"":""img/green_wl/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","15","46870","0.0-5.0-1.5","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","668","","","","choice","","","img/green_wl/choose11.jpg","2","220","red","0.5","0.5","0.5","w","",""
"animation","16","47476","0.0-5.0-2.5","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","220","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":58},{""stimulus"":""img/red_ww/2.jpg"",""time"":105},{""stimulus"":""img/red_ww/3.jpg"",""time"":153},{""stimulus"":""img/red_ww/4.jpg"",""time"":201},{""stimulus"":""img/red_ww/5.jpg"",""time"":260},{""stimulus"":""img/red_ww/6.jpg"",""time"":306},{""stimulus"":""img/red_ww/7.jpg"",""time"":356},{""stimulus"":""img/red_ww/8.jpg"",""time"":404},{""stimulus"":""img/red_ww/9.jpg"",""time"":461},{""stimulus"":""img/red_ww/10.jpg"",""time"":505},{""stimulus"":""img/red_ww/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","17","48126","0.0-5.0-1.6","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","649","","","","choice","","","img/red_ww/choose11.jpg","2","219","red","0.5","0.5","0.5","w","",""
"animation","18","48730","0.0-5.0-2.6","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","219","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":60},{""stimulus"":""img/red_ww/2.jpg"",""time"":108},{""stimulus"":""img/red_ww/3.jpg"",""time"":156},{""stimulus"":""img/red_ww/4.jpg"",""time"":204},{""stimulus"":""img/red_ww/5.jpg"",""time"":262},{""stimulus"":""img/red_ww/6.jpg"",""time"":305},{""stimulus"":""img/red_ww/7.jpg"",""time"":353},{""stimulus"":""img/red_ww/8.jpg"",""time"":401},{""stimulus"":""img/red_ww/9.jpg"",""time"":460},{""stimulus"":""img/red_ww/10.jpg"",""time"":508},{""stimulus"":""img/red_ww/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","19","49458","0.0-5.0-1.7","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","727","","","","choice","","","img/red_ww/choose11.jpg","1","218","green","0.5","0.5","0.5","w","",""
"animation","20","50068","0.0-5.0-2.7","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","218","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":54},{""stimulus"":""img/green_ww/2.jpg"",""time"":102},{""stimulus"":""img/green_ww/3.jpg"",""time"":156},{""stimulus"":""img/green_ww/4.jpg"",""time"":204},{""stimulus"":""img/green_ww/5.jpg"",""time"":252},{""stimulus"":""img/green_ww/6.jpg"",""time"":300},{""stimulus"":""img/green_ww/7.jpg"",""time"":359},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":455},{""stimulus"":""img/green_ww/10.jpg"",""time"":503},{""stimulus"":""img/green_ww/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","21","50680","0.0-5.0-1.8","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","611","","","","choice","","","img/green_ww/choose11.jpg","1","217","green","0.5","0.5","0.5","l","",""
"animation","22","51289","0.0-5.0-2.8","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","217","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":55},{""stimulus"":""img/green_lw/2.jpg"",""time"":105},{""stimulus"":""img/green_lw/3.jpg"",""time"":161},{""stimulus"":""img/green_lw/4.jpg"",""time"":209},{""stimulus"":""img/green_lw/5.jpg"",""time"":257},{""stimulus"":""img/green_lw/6.jpg"",""time"":304},{""stimulus"":""img/green_lw/7.jpg"",""time"":358},{""stimulus"":""img/green_lw/8.jpg"",""time"":406},{""stimulus"":""img/green_lw/9.jpg"",""time"":454},{""stimulus"":""img/green_lw/10.jpg"",""time"":502},{""stimulus"":""img/green_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","23","51789","0.0-5.0-1.9","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","499","","","","choice","","","img/green_lw/choose11.jpg","2","216","red","0.5","0.5","0.5","w","",""
"animation","24","52394","0.0-5.0-2.9","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","216","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":60},{""stimulus"":""img/red_lw/2.jpg"",""time"":108},{""stimulus"":""img/red_lw/3.jpg"",""time"":156},{""stimulus"":""img/red_lw/4.jpg"",""time"":204},{""stimulus"":""img/red_lw/5.jpg"",""time"":257},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":355},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":460},{""stimulus"":""img/red_lw/10.jpg"",""time"":508},{""stimulus"":""img/red_lw/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","25","52931","0.0-5.0-1.10","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","536","","","","choice","","","img/red_lw/choose11.jpg","2","215","red","0.5","0.5","0.5","w","",""
"animation","26","53535","0.0-5.0-2.10","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","215","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":55},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":161},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":257},{""stimulus"":""img/red_lw/6.jpg"",""time"":313},{""stimulus"":""img/red_lw/7.jpg"",""time"":359},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":455},{""stimulus"":""img/red_lw/10.jpg"",""time"":503},{""stimulus"":""img/red_lw/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","27","54017","0.0-5.0-1.11","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","481","","","","choice","","","img/red_lw/choose11.jpg","2","214","red","0.5","0.5","0.5","l","",""
"animation","28","54623","0.0-5.0-2.11","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","214","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":57},{""stimulus"":""img/red_ll/2.jpg"",""time"":105},{""stimulus"":""img/red_ll/3.jpg"",""time"":159},{""stimulus"":""img/red_ll/4.jpg"",""time"":207},{""stimulus"":""img/red_ll/5.jpg"",""time"":256},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":361},{""stimulus"":""img/red_ll/8.jpg"",""time"":409},{""stimulus"":""img/red_ll/9.jpg"",""time"":458},{""stimulus"":""img/red_ll/10.jpg"",""time"":505},{""stimulus"":""img/red_ll/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","29","55088","0.0-5.0-1.12","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","464","","","","choice","","","img/red_ll/choose11.jpg","1","213","green","0.5","0.5","0.5","l","",""
"animation","30","55695","0.0-5.0-2.12","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","213","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":57},{""stimulus"":""img/green_ll/2.jpg"",""time"":105},{""stimulus"":""img/green_ll/3.jpg"",""time"":158},{""stimulus"":""img/green_ll/4.jpg"",""time"":206},{""stimulus"":""img/green_ll/5.jpg"",""time"":259},{""stimulus"":""img/green_ll/6.jpg"",""time"":304},{""stimulus"":""img/green_ll/7.jpg"",""time"":361},{""stimulus"":""img/green_ll/8.jpg"",""time"":409},{""stimulus"":""img/green_ll/9.jpg"",""time"":457},{""stimulus"":""img/green_ll/10.jpg"",""time"":505},{""stimulus"":""img/green_ll/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","31","56013","0.0-5.0-1.13","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","316","","","","choice","","","img/green_ll/choose11.jpg","1","212","green","0.5","0.5","0.5","w","",""
"animation","32","56618","0.0-5.0-2.13","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","212","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":61},{""stimulus"":""img/green_wl/2.jpg"",""time"":109},{""stimulus"":""img/green_wl/3.jpg"",""time"":157},{""stimulus"":""img/green_wl/4.jpg"",""time"":205},{""stimulus"":""img/green_wl/5.jpg"",""time"":262},{""stimulus"":""img/green_wl/6.jpg"",""time"":306},{""stimulus"":""img/green_wl/7.jpg"",""time"":358},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":461},{""stimulus"":""img/green_wl/10.jpg"",""time"":509},{""stimulus"":""img/green_wl/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","33","56877","0.0-5.0-1.14","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","258","","","","choice","","","img/green_wl/choose11.jpg","1","211","green","0.5","0.5","0.5","l","",""
"animation","34","57482","0.0-5.0-2.14","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","211","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":60},{""stimulus"":""img/green_ll/2.jpg"",""time"":108},{""stimulus"":""img/green_ll/3.jpg"",""time"":156},{""stimulus"":""img/green_ll/4.jpg"",""time"":204},{""stimulus"":""img/green_ll/5.jpg"",""time"":257},{""stimulus"":""img/green_ll/6.jpg"",""time"":305},{""stimulus"":""img/green_ll/7.jpg"",""time"":353},{""stimulus"":""img/green_ll/8.jpg"",""time"":406},{""stimulus"":""img/green_ll/9.jpg"",""time"":460},{""stimulus"":""img/green_ll/10.jpg"",""time"":508},{""stimulus"":""img/green_ll/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","35","57874","0.0-5.0-1.15","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","391","","","","choice","","","img/green_ll/choose11.jpg","1","210","green","0.5","0.5","0.5","w","",""
"animation","36","58479","0.0-5.0-2.15","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","210","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":55},{""stimulus"":""img/green_wl/2.jpg"",""time"":103},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":204},{""stimulus"":""img/green_wl/5.jpg"",""time"":253},{""stimulus"":""img/green_wl/6.jpg"",""time"":311},{""stimulus"":""img/green_wl/7.jpg"",""time"":357},{""stimulus"":""img/green_wl/8.jpg"",""time"":406},{""stimulus"":""img/green_wl/9.jpg"",""time"":455},{""stimulus"":""img/green_wl/10.jpg"",""time"":503},{""stimulus"":""img/green_wl/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","37","58846","0.0-5.0-1.16","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","366","","","","choice","","","img/green_wl/choose11.jpg","2","209","red","0.5","0.5","0.5","w","",""
"animation","38","59450","0.0-5.0-2.16","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","209","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":60},{""stimulus"":""img/red_ww/2.jpg"",""time"":108},{""stimulus"":""img/red_ww/3.jpg"",""time"":155},{""stimulus"":""img/red_ww/4.jpg"",""time"":204},{""stimulus"":""img/red_ww/5.jpg"",""time"":258},{""stimulus"":""img/red_ww/6.jpg"",""time"":308},{""stimulus"":""img/red_ww/7.jpg"",""time"":353},{""stimulus"":""img/red_ww/8.jpg"",""time"":401},{""stimulus"":""img/red_ww/9.jpg"",""time"":460},{""stimulus"":""img/red_ww/10.jpg"",""time"":508},{""stimulus"":""img/red_ww/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","39","59838","0.0-5.0-1.17","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","387","","","","choice","","","img/red_ww/choose11.jpg","2","208","red","0.5","0.5","0.5","l","",""
"animation","40","60441","0.0-5.0-2.17","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","208","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":59},{""stimulus"":""img/red_wl/2.jpg"",""time"":107},{""stimulus"":""img/red_wl/3.jpg"",""time"":155},{""stimulus"":""img/red_wl/4.jpg"",""time"":203},{""stimulus"":""img/red_wl/5.jpg"",""time"":256},{""stimulus"":""img/red_wl/6.jpg"",""time"":304},{""stimulus"":""img/red_wl/7.jpg"",""time"":352},{""stimulus"":""img/red_wl/8.jpg"",""time"":401},{""stimulus"":""img/red_wl/9.jpg"",""time"":459},{""stimulus"":""img/red_wl/10.jpg"",""time"":507},{""stimulus"":""img/red_wl/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","41","60852","0.0-5.0-1.18","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","410","","","","choice","","","img/red_wl/choose11.jpg","2","207","red","0.5","0.5","0.5","w","",""
"animation","42","61455","0.0-5.0-2.18","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","207","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":53},{""stimulus"":""img/red_ww/2.jpg"",""time"":107},{""stimulus"":""img/red_ww/3.jpg"",""time"":154},{""stimulus"":""img/red_ww/4.jpg"",""time"":202},{""stimulus"":""img/red_ww/5.jpg"",""time"":251},{""stimulus"":""img/red_ww/6.jpg"",""time"":309},{""stimulus"":""img/red_ww/7.jpg"",""time"":357},{""stimulus"":""img/red_ww/8.jpg"",""time"":405},{""stimulus"":""img/red_ww/9.jpg"",""time"":453},{""stimulus"":""img/red_ww/10.jpg"",""time"":506},{""stimulus"":""img/red_ww/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","43","61888","0.0-5.0-1.19","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","432","","","","choice","","","img/red_ww/choose11.jpg","2","206","red","0.5","0.5","0.5","l","",""
"animation","44","62495","0.0-5.0-2.19","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","206","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":57},{""stimulus"":""img/red_wl/2.jpg"",""time"":105},{""stimulus"":""img/red_wl/3.jpg"",""time"":153},{""stimulus"":""img/red_wl/4.jpg"",""time"":207},{""stimulus"":""img/red_wl/5.jpg"",""time"":255},{""stimulus"":""img/red_wl/6.jpg"",""time"":302},{""stimulus"":""img/red_wl/7.jpg"",""time"":350},{""stimulus"":""img/red_wl/8.jpg"",""time"":409},{""stimulus"":""img/red_wl/9.jpg"",""time"":457},{""stimulus"":""img/red_wl/10.jpg"",""time"":504},{""stimulus"":""img/red_wl/11.jpg"",""time"":553}]","[]"
"image-keyboard-response","45","62888","0.0-5.0-1.20","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","392","","","","choice","","","img/red_wl/choose11.jpg","2","205","red","0.5","0.5","0.5","l","",""
"animation","46","63498","0.0-5.0-2.20","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","205","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":55},{""stimulus"":""img/red_wl/2.jpg"",""time"":104},{""stimulus"":""img/red_wl/3.jpg"",""time"":150},{""stimulus"":""img/red_wl/4.jpg"",""time"":209},{""stimulus"":""img/red_wl/5.jpg"",""time"":257},{""stimulus"":""img/red_wl/6.jpg"",""time"":305},{""stimulus"":""img/red_wl/7.jpg"",""time"":353},{""stimulus"":""img/red_wl/8.jpg"",""time"":406},{""stimulus"":""img/red_wl/9.jpg"",""time"":454},{""stimulus"":""img/red_wl/10.jpg"",""time"":502},{""stimulus"":""img/red_wl/11.jpg"",""time"":550}]","[]"
"image-keyboard-response","47","63884","0.0-5.0-1.21","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","386","","","","choice","","","img/red_wl/choose11.jpg","2","204","red","0.5","0.5","0.5","w","",""
"animation","48","64490","0.0-5.0-2.21","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","","","","","","","","","","204","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":51},{""stimulus"":""img/red_ww/2.jpg"",""time"":109},{""stimulus"":""img/red_ww/3.jpg"",""time"":157},{""stimulus"":""img/red_ww/4.jpg"",""time"":205},{""stimulus"":""img/red_ww/5.jpg"",""time"":253},{""stimulus"":""img/red_ww/6.jpg"",""time"":307},{""stimulus"":""img/red_ww/7.jpg"",""time"":355},{""stimulus"":""img/red_ww/8.jpg"",""time"":403},{""stimulus"":""img/red_ww/9.jpg"",""time"":451},{""stimulus"":""img/red_ww/10.jpg"",""time"":509},{""stimulus"":""img/red_ww/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","49","64738","0.0-5.0-1.22","63d7edbef6596097994e730e","bdp_lott","Sun Mar 26 2023 12:05:38 GMT-0400 (Eastern Daylight Time)","239627","green","red","","247","","","","choice","","","img/red_ww/choose11.jpg","1","203","green","0.5","0.5","0.5","w","",""
