"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"animation","12","46510","0.0-5.0-2.3","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","222","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":58},{""stimulus"":""img/red_lw/2.jpg"",""time"":119},{""stimulus"":""img/red_lw/3.jpg"",""time"":180},{""stimulus"":""img/red_lw/4.jpg"",""time"":243},{""stimulus"":""img/red_lw/5.jpg"",""time"":305},{""stimulus"":""img/red_lw/6.jpg"",""time"":367},{""stimulus"":""img/red_lw/7.jpg"",""time"":429},{""stimulus"":""img/red_lw/8.jpg"",""time"":491},{""stimulus"":""img/red_lw/9.jpg"",""time"":552},{""stimulus"":""img/red_lw/10.jpg"",""time"":614},{""stimulus"":""img/red_lw/11.jpg"",""time"":676}]","[]"
"image-keyboard-response","13","47004","0.0-5.0-1.4","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","493","","img/red_lw/choose11.jpg","2","221","red","0.5","0.5","0.5","w","",""
"animation","14","47730","0.0-5.0-2.4","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","221","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":50},{""stimulus"":""img/red_lw/2.jpg"",""time"":112},{""stimulus"":""img/red_lw/3.jpg"",""time"":174},{""stimulus"":""img/red_lw/4.jpg"",""time"":237},{""stimulus"":""img/red_lw/5.jpg"",""time"":298},{""stimulus"":""img/red_lw/6.jpg"",""time"":358},{""stimulus"":""img/red_lw/7.jpg"",""time"":419},{""stimulus"":""img/red_lw/8.jpg"",""time"":482},{""stimulus"":""img/red_lw/9.jpg"",""time"":542},{""stimulus"":""img/red_lw/10.jpg"",""time"":605},{""stimulus"":""img/red_lw/11.jpg"",""time"":666}]","[]"
"image-keyboard-response","15","48144","0.0-5.0-1.5","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","413","","img/red_lw/choose11.jpg","2","220","red","0.5","0.5","0.5","w","",""
"animation","16","48878","0.0-5.0-2.5","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","220","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":112},{""stimulus"":""img/red_lw/3.jpg"",""time"":174},{""stimulus"":""img/red_lw/4.jpg"",""time"":237},{""stimulus"":""img/red_lw/5.jpg"",""time"":298},{""stimulus"":""img/red_lw/6.jpg"",""time"":361},{""stimulus"":""img/red_lw/7.jpg"",""time"":423},{""stimulus"":""img/red_lw/8.jpg"",""time"":485},{""stimulus"":""img/red_lw/9.jpg"",""time"":548},{""stimulus"":""img/red_lw/10.jpg"",""time"":610},{""stimulus"":""img/red_lw/11.jpg"",""time"":672}]","[]"
"image-keyboard-response","17","49284","0.0-5.0-1.6","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","406","","img/red_lw/choose11.jpg","2","219","red","0.5","0.5","0.5","w","",""
"animation","18","50025","0.0-5.0-2.6","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","219","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":60},{""stimulus"":""img/red_lw/2.jpg"",""time"":122},{""stimulus"":""img/red_lw/3.jpg"",""time"":183},{""stimulus"":""img/red_lw/4.jpg"",""time"":246},{""stimulus"":""img/red_lw/5.jpg"",""time"":307},{""stimulus"":""img/red_lw/6.jpg"",""time"":370},{""stimulus"":""img/red_lw/7.jpg"",""time"":430},{""stimulus"":""img/red_lw/8.jpg"",""time"":493},{""stimulus"":""img/red_lw/9.jpg"",""time"":555},{""stimulus"":""img/red_lw/10.jpg"",""time"":617},{""stimulus"":""img/red_lw/11.jpg"",""time"":679}]","[]"
"image-keyboard-response","19","50446","0.0-5.0-1.7","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","421","","img/red_lw/choose11.jpg","2","218","red","0.5","0.5","0.5","w","",""
"animation","20","51190","0.0-5.0-2.7","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","218","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":61},{""stimulus"":""img/red_lw/2.jpg"",""time"":123},{""stimulus"":""img/red_lw/3.jpg"",""time"":184},{""stimulus"":""img/red_lw/4.jpg"",""time"":247},{""stimulus"":""img/red_lw/5.jpg"",""time"":308},{""stimulus"":""img/red_lw/6.jpg"",""time"":370},{""stimulus"":""img/red_lw/7.jpg"",""time"":432},{""stimulus"":""img/red_lw/8.jpg"",""time"":494},{""stimulus"":""img/red_lw/9.jpg"",""time"":556},{""stimulus"":""img/red_lw/10.jpg"",""time"":620},{""stimulus"":""img/red_lw/11.jpg"",""time"":682}]","[]"
"image-keyboard-response","21","51517","0.0-5.0-1.8","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","327","","img/red_lw/choose11.jpg","2","217","red","0.5","0.5","0.5","l","",""
"animation","22","52257","0.0-5.0-2.8","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","217","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":61},{""stimulus"":""img/red_ll/2.jpg"",""time"":122},{""stimulus"":""img/red_ll/3.jpg"",""time"":183},{""stimulus"":""img/red_ll/4.jpg"",""time"":244},{""stimulus"":""img/red_ll/5.jpg"",""time"":306},{""stimulus"":""img/red_ll/6.jpg"",""time"":367},{""stimulus"":""img/red_ll/7.jpg"",""time"":428},{""stimulus"":""img/red_ll/8.jpg"",""time"":490},{""stimulus"":""img/red_ll/9.jpg"",""time"":553},{""stimulus"":""img/red_ll/10.jpg"",""time"":616},{""stimulus"":""img/red_ll/11.jpg"",""time"":678}]","[]"
"image-keyboard-response","23","52888","0.0-5.0-1.9","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","631","","img/red_ll/choose11.jpg","1","216","green","0.5","0.5","0.5","w","",""
"animation","24","53633","0.0-5.0-2.9","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","216","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":63},{""stimulus"":""img/green_wl/2.jpg"",""time"":125},{""stimulus"":""img/green_wl/3.jpg"",""time"":186},{""stimulus"":""img/green_wl/4.jpg"",""time"":248},{""stimulus"":""img/green_wl/5.jpg"",""time"":310},{""stimulus"":""img/green_wl/6.jpg"",""time"":372},{""stimulus"":""img/green_wl/7.jpg"",""time"":434},{""stimulus"":""img/green_wl/8.jpg"",""time"":497},{""stimulus"":""img/green_wl/9.jpg"",""time"":559},{""stimulus"":""img/green_wl/10.jpg"",""time"":622},{""stimulus"":""img/green_wl/11.jpg"",""time"":683}]","[]"
"image-keyboard-response","25","54259","0.0-5.0-1.10","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","625","","img/green_wl/choose11.jpg","1","215","green","0.5","0.5","0.5","l","",""
"animation","26","54998","0.0-5.0-2.10","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","215","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":60},{""stimulus"":""img/green_ll/2.jpg"",""time"":122},{""stimulus"":""img/green_ll/3.jpg"",""time"":184},{""stimulus"":""img/green_ll/4.jpg"",""time"":247},{""stimulus"":""img/green_ll/5.jpg"",""time"":309},{""stimulus"":""img/green_ll/6.jpg"",""time"":370},{""stimulus"":""img/green_ll/7.jpg"",""time"":432},{""stimulus"":""img/green_ll/8.jpg"",""time"":492},{""stimulus"":""img/green_ll/9.jpg"",""time"":555},{""stimulus"":""img/green_ll/10.jpg"",""time"":617},{""stimulus"":""img/green_ll/11.jpg"",""time"":678}]","[]"
"image-keyboard-response","27","55400","0.0-5.0-1.11","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","402","","img/green_ll/choose11.jpg","2","214","red","0.5","0.5","0.5","l","",""
"animation","28","56142","0.0-5.0-2.11","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","214","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":63},{""stimulus"":""img/red_ll/2.jpg"",""time"":125},{""stimulus"":""img/red_ll/3.jpg"",""time"":186},{""stimulus"":""img/red_ll/4.jpg"",""time"":246},{""stimulus"":""img/red_ll/5.jpg"",""time"":309},{""stimulus"":""img/red_ll/6.jpg"",""time"":371},{""stimulus"":""img/red_ll/7.jpg"",""time"":433},{""stimulus"":""img/red_ll/8.jpg"",""time"":495},{""stimulus"":""img/red_ll/9.jpg"",""time"":556},{""stimulus"":""img/red_ll/10.jpg"",""time"":620},{""stimulus"":""img/red_ll/11.jpg"",""time"":680}]","[]"
"image-keyboard-response","29","56631","0.0-5.0-1.12","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","489","","img/red_ll/choose11.jpg","2","213","red","0.5","0.5","0.5","l","",""
"animation","30","57367","0.0-5.0-2.12","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","213","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":55},{""stimulus"":""img/red_ll/2.jpg"",""time"":117},{""stimulus"":""img/red_ll/3.jpg"",""time"":179},{""stimulus"":""img/red_ll/4.jpg"",""time"":241},{""stimulus"":""img/red_ll/5.jpg"",""time"":303},{""stimulus"":""img/red_ll/6.jpg"",""time"":365},{""stimulus"":""img/red_ll/7.jpg"",""time"":425},{""stimulus"":""img/red_ll/8.jpg"",""time"":488},{""stimulus"":""img/red_ll/9.jpg"",""time"":550},{""stimulus"":""img/red_ll/10.jpg"",""time"":612},{""stimulus"":""img/red_ll/11.jpg"",""time"":674}]","[]"
"image-keyboard-response","31","57747","0.0-5.0-1.13","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","380","","img/red_ll/choose11.jpg","1","212","green","0.5","0.5","0.5","w","",""
"animation","32","58484","0.0-5.0-2.13","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","212","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":54},{""stimulus"":""img/green_wl/2.jpg"",""time"":115},{""stimulus"":""img/green_wl/3.jpg"",""time"":178},{""stimulus"":""img/green_wl/4.jpg"",""time"":239},{""stimulus"":""img/green_wl/5.jpg"",""time"":303},{""stimulus"":""img/green_wl/6.jpg"",""time"":364},{""stimulus"":""img/green_wl/7.jpg"",""time"":426},{""stimulus"":""img/green_wl/8.jpg"",""time"":488},{""stimulus"":""img/green_wl/9.jpg"",""time"":550},{""stimulus"":""img/green_wl/10.jpg"",""time"":612},{""stimulus"":""img/green_wl/11.jpg"",""time"":674}]","[]"
"image-keyboard-response","33","58886","0.0-5.0-1.14","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","402","","img/green_wl/choose11.jpg","1","211","green","0.5","0.5","0.5","l","",""
"animation","34","59632","0.0-5.0-2.14","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","211","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":63},{""stimulus"":""img/green_ll/2.jpg"",""time"":125},{""stimulus"":""img/green_ll/3.jpg"",""time"":186},{""stimulus"":""img/green_ll/4.jpg"",""time"":248},{""stimulus"":""img/green_ll/5.jpg"",""time"":310},{""stimulus"":""img/green_ll/6.jpg"",""time"":370},{""stimulus"":""img/green_ll/7.jpg"",""time"":433},{""stimulus"":""img/green_ll/8.jpg"",""time"":496},{""stimulus"":""img/green_ll/9.jpg"",""time"":557},{""stimulus"":""img/green_ll/10.jpg"",""time"":618},{""stimulus"":""img/green_ll/11.jpg"",""time"":682}]","[]"
"image-keyboard-response","35","60211","0.0-5.0-1.15","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","579","","img/green_ll/choose11.jpg","1","210","green","0.5","0.5","0.5","l","",""
"animation","36","60945","0.0-5.0-2.15","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","210","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":113},{""stimulus"":""img/green_ll/3.jpg"",""time"":176},{""stimulus"":""img/green_ll/4.jpg"",""time"":237},{""stimulus"":""img/green_ll/5.jpg"",""time"":299},{""stimulus"":""img/green_ll/6.jpg"",""time"":362},{""stimulus"":""img/green_ll/7.jpg"",""time"":424},{""stimulus"":""img/green_ll/8.jpg"",""time"":487},{""stimulus"":""img/green_ll/9.jpg"",""time"":548},{""stimulus"":""img/green_ll/10.jpg"",""time"":609},{""stimulus"":""img/green_ll/11.jpg"",""time"":671}]","[]"
"image-keyboard-response","37","61374","0.0-5.0-1.16","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","429","","img/green_ll/choose11.jpg","1","209","green","0.5","0.5","0.5","w","",""
"animation","38","62106","0.0-5.0-2.16","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","209","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":49},{""stimulus"":""img/green_wl/2.jpg"",""time"":113},{""stimulus"":""img/green_wl/3.jpg"",""time"":174},{""stimulus"":""img/green_wl/4.jpg"",""time"":237},{""stimulus"":""img/green_wl/5.jpg"",""time"":298},{""stimulus"":""img/green_wl/6.jpg"",""time"":360},{""stimulus"":""img/green_wl/7.jpg"",""time"":422},{""stimulus"":""img/green_wl/8.jpg"",""time"":483},{""stimulus"":""img/green_wl/9.jpg"",""time"":543},{""stimulus"":""img/green_wl/10.jpg"",""time"":606},{""stimulus"":""img/green_wl/11.jpg"",""time"":670}]","[]"
"image-keyboard-response","39","62399","0.0-5.0-1.17","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","293","","img/green_wl/choose11.jpg","2","208","red","0.5","0.5","0.5","w","",""
"animation","40","63141","0.0-5.0-2.17","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","208","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":61},{""stimulus"":""img/red_ww/2.jpg"",""time"":122},{""stimulus"":""img/red_ww/3.jpg"",""time"":184},{""stimulus"":""img/red_ww/4.jpg"",""time"":247},{""stimulus"":""img/red_ww/5.jpg"",""time"":309},{""stimulus"":""img/red_ww/6.jpg"",""time"":371},{""stimulus"":""img/red_ww/7.jpg"",""time"":433},{""stimulus"":""img/red_ww/8.jpg"",""time"":494},{""stimulus"":""img/red_ww/9.jpg"",""time"":556},{""stimulus"":""img/red_ww/10.jpg"",""time"":616},{""stimulus"":""img/red_ww/11.jpg"",""time"":679}]","[]"
"image-keyboard-response","41","63515","0.0-5.0-1.18","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","374","","img/red_ww/choose11.jpg","2","207","red","0.5","0.5","0.5","l","",""
"animation","42","64256","0.0-5.0-2.18","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","207","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":59},{""stimulus"":""img/red_wl/2.jpg"",""time"":121},{""stimulus"":""img/red_wl/3.jpg"",""time"":183},{""stimulus"":""img/red_wl/4.jpg"",""time"":244},{""stimulus"":""img/red_wl/5.jpg"",""time"":307},{""stimulus"":""img/red_wl/6.jpg"",""time"":367},{""stimulus"":""img/red_wl/7.jpg"",""time"":429},{""stimulus"":""img/red_wl/8.jpg"",""time"":492},{""stimulus"":""img/red_wl/9.jpg"",""time"":555},{""stimulus"":""img/red_wl/10.jpg"",""time"":616},{""stimulus"":""img/red_wl/11.jpg"",""time"":679}]","[]"
"image-keyboard-response","43","64631","0.0-5.0-1.19","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","375","","img/red_wl/choose11.jpg","2","206","red","0.5","0.5","0.5","w","",""
"animation","44","65374","0.0-5.0-2.19","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","206","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":60},{""stimulus"":""img/red_ww/2.jpg"",""time"":122},{""stimulus"":""img/red_ww/3.jpg"",""time"":184},{""stimulus"":""img/red_ww/4.jpg"",""time"":246},{""stimulus"":""img/red_ww/5.jpg"",""time"":310},{""stimulus"":""img/red_ww/6.jpg"",""time"":372},{""stimulus"":""img/red_ww/7.jpg"",""time"":434},{""stimulus"":""img/red_ww/8.jpg"",""time"":496},{""stimulus"":""img/red_ww/9.jpg"",""time"":559},{""stimulus"":""img/red_ww/10.jpg"",""time"":619},{""stimulus"":""img/red_ww/11.jpg"",""time"":682}]","[]"
"image-keyboard-response","45","65817","0.0-5.0-1.20","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","443","","img/red_ww/choose11.jpg","2","205","red","0.5","0.5","0.5","w","",""
"animation","46","66553","0.0-5.0-2.20","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","205","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":53},{""stimulus"":""img/red_ww/2.jpg"",""time"":114},{""stimulus"":""img/red_ww/3.jpg"",""time"":176},{""stimulus"":""img/red_ww/4.jpg"",""time"":239},{""stimulus"":""img/red_ww/5.jpg"",""time"":302},{""stimulus"":""img/red_ww/6.jpg"",""time"":363},{""stimulus"":""img/red_ww/7.jpg"",""time"":426},{""stimulus"":""img/red_ww/8.jpg"",""time"":488},{""stimulus"":""img/red_ww/9.jpg"",""time"":550},{""stimulus"":""img/red_ww/10.jpg"",""time"":611},{""stimulus"":""img/red_ww/11.jpg"",""time"":673}]","[]"
"image-keyboard-response","47","66957","0.0-5.0-1.21","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","choice","","404","","img/red_ww/choose11.jpg","2","204","red","0.5","0.5","0.5","l","",""
"animation","48","67700","0.0-5.0-2.21","63ea5b93d1c6d38e1f57dcfa","bdp_lott","Sun Apr 09 2023 20:13:27 GMT-0400 (Eastern Daylight Time)","254296","red","green","","","","","","","","","","204","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":59},{""stimulus"":""img/red_wl/2.jpg"",""time"":120},{""stimulus"":""img/red_wl/3.jpg"",""time"":184},{""stimulus"":""img/red_wl/4.jpg"",""time"":245},{""stimulus"":""img/red_wl/5.jpg"",""time"":308},{""stimulus"":""img/red_wl/6.jpg"",""time"":370},{""stimulus"":""img/red_wl/7.jpg"",""time"":432},{""stimulus"":""img/red_wl/8.jpg"",""time"":495},{""stimulus"":""img/red_wl/9.jpg"",""time"":557},{""stimulus"":""img/red_wl/10.jpg"",""time"":617},{""stimulus"":""img/red_wl/11.jpg"",""time"":680}]","[]"
