"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","20","102284","0.0-5.0-2.7","","","","","","218","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":376},{""stimulus"":""img/red_ll/8.jpg"",""time"":436},{""stimulus"":""img/red_ll/9.jpg"",""time"":496},{""stimulus"":""img/red_ll/10.jpg"",""time"":556},{""stimulus"":""img/red_ll/11.jpg"",""time"":616}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","21","102636","0.0-5.0-1.8","","350","","img/red_ll/choose11.jpg","2","217","red","0.5","0.5","0.5","w","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","22","103303","0.0-5.0-2.8","","","","","","217","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":103},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":204},{""stimulus"":""img/red_lw/5.jpg"",""time"":254},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":367},{""stimulus"":""img/red_lw/8.jpg"",""time"":427},{""stimulus"":""img/red_lw/9.jpg"",""time"":487},{""stimulus"":""img/red_lw/10.jpg"",""time"":547},{""stimulus"":""img/red_lw/11.jpg"",""time"":607}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","23","103490","0.0-5.0-1.9","","186","","img/red_lw/choose11.jpg","1","216","green","0.5","0.5","0.5","l","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","24","104175","0.0-5.0-2.9","","","","","","216","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":254},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":383},{""stimulus"":""img/green_lw/8.jpg"",""time"":443},{""stimulus"":""img/green_lw/9.jpg"",""time"":503},{""stimulus"":""img/green_lw/10.jpg"",""time"":563},{""stimulus"":""img/green_lw/11.jpg"",""time"":623}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","25","104639","0.0-5.0-1.10","","463","","img/green_lw/choose11.jpg","2","215","red","0.5","0.5","0.5","w","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","26","105314","0.0-5.0-2.10","","","","","","215","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":152},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":254},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":374},{""stimulus"":""img/red_lw/8.jpg"",""time"":435},{""stimulus"":""img/red_lw/9.jpg"",""time"":494},{""stimulus"":""img/red_lw/10.jpg"",""time"":554},{""stimulus"":""img/red_lw/11.jpg"",""time"":614}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","27","106000","0.0-5.0-1.11","","685","","img/red_lw/choose11.jpg","2","214","red","0.5","0.5","0.5","w","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","28","106664","0.0-5.0-2.11","","","","","","214","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":103},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":306},{""stimulus"":""img/red_lw/7.jpg"",""time"":363},{""stimulus"":""img/red_lw/8.jpg"",""time"":424},{""stimulus"":""img/red_lw/9.jpg"",""time"":483},{""stimulus"":""img/red_lw/10.jpg"",""time"":543},{""stimulus"":""img/red_lw/11.jpg"",""time"":604}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","29","107006","0.0-5.0-1.12","","341","","img/red_lw/choose11.jpg","2","213","red","0.5","0.5","0.5","l","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","30","107684","0.0-5.0-2.12","","","","","","213","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":376},{""stimulus"":""img/red_ll/8.jpg"",""time"":436},{""stimulus"":""img/red_ll/9.jpg"",""time"":496},{""stimulus"":""img/red_ll/10.jpg"",""time"":556},{""stimulus"":""img/red_ll/11.jpg"",""time"":616}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","31","108117","0.0-5.0-1.13","","431","","img/red_ll/choose11.jpg","1","212","green","0.5","0.5","0.5","l","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","32","108794","0.0-5.0-2.13","","","","","","212","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":103},{""stimulus"":""img/green_ll/3.jpg"",""time"":154},{""stimulus"":""img/green_ll/4.jpg"",""time"":205},{""stimulus"":""img/green_ll/5.jpg"",""time"":256},{""stimulus"":""img/green_ll/6.jpg"",""time"":307},{""stimulus"":""img/green_ll/7.jpg"",""time"":377},{""stimulus"":""img/green_ll/8.jpg"",""time"":438},{""stimulus"":""img/green_ll/9.jpg"",""time"":497},{""stimulus"":""img/green_ll/10.jpg"",""time"":557},{""stimulus"":""img/green_ll/11.jpg"",""time"":617}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","33","109104","0.0-5.0-1.14","","308","","img/green_ll/choose11.jpg","1","211","green","0.5","0.5","0.5","l","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","34","109784","0.0-5.0-2.14","","","","","","211","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":103},{""stimulus"":""img/green_ll/3.jpg"",""time"":153},{""stimulus"":""img/green_ll/4.jpg"",""time"":204},{""stimulus"":""img/green_ll/5.jpg"",""time"":255},{""stimulus"":""img/green_ll/6.jpg"",""time"":305},{""stimulus"":""img/green_ll/7.jpg"",""time"":380},{""stimulus"":""img/green_ll/8.jpg"",""time"":439},{""stimulus"":""img/green_ll/9.jpg"",""time"":500},{""stimulus"":""img/green_ll/10.jpg"",""time"":560},{""stimulus"":""img/green_ll/11.jpg"",""time"":620}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","35","110084","0.0-5.0-1.15","","299","","img/green_ll/choose11.jpg","2","210","red","0.5","0.5","0.5","l","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","36","110744","0.0-5.0-2.15","","","","","","210","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":203},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":358},{""stimulus"":""img/red_ll/8.jpg"",""time"":419},{""stimulus"":""img/red_ll/9.jpg"",""time"":478},{""stimulus"":""img/red_ll/10.jpg"",""time"":538},{""stimulus"":""img/red_ll/11.jpg"",""time"":598}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","37","111197","0.0-5.0-1.16","","451","","img/red_ll/choose11.jpg","1","209","green","0.5","0.5","0.5","w","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","38","111884","0.0-5.0-2.16","","","","","","209","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":153},{""stimulus"":""img/green_wl/4.jpg"",""time"":204},{""stimulus"":""img/green_wl/5.jpg"",""time"":255},{""stimulus"":""img/green_wl/6.jpg"",""time"":306},{""stimulus"":""img/green_wl/7.jpg"",""time"":386},{""stimulus"":""img/green_wl/8.jpg"",""time"":446},{""stimulus"":""img/green_wl/9.jpg"",""time"":506},{""stimulus"":""img/green_wl/10.jpg"",""time"":566},{""stimulus"":""img/green_wl/11.jpg"",""time"":626}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","39","112046","0.0-5.0-1.17","","161","","img/green_wl/choose11.jpg","2","208","red","0.5","0.5","0.5","w","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","40","112724","0.0-5.0-2.17","","","","","","208","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":51},{""stimulus"":""img/red_ww/2.jpg"",""time"":102},{""stimulus"":""img/red_ww/3.jpg"",""time"":153},{""stimulus"":""img/red_ww/4.jpg"",""time"":204},{""stimulus"":""img/red_ww/5.jpg"",""time"":254},{""stimulus"":""img/red_ww/6.jpg"",""time"":306},{""stimulus"":""img/red_ww/7.jpg"",""time"":376},{""stimulus"":""img/red_ww/8.jpg"",""time"":436},{""stimulus"":""img/red_ww/9.jpg"",""time"":496},{""stimulus"":""img/red_ww/10.jpg"",""time"":556},{""stimulus"":""img/red_ww/11.jpg"",""time"":616}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","41","112931","0.0-5.0-1.18","","205","","img/red_ww/choose11.jpg","1","207","green","0.5","0.5","0.5","l","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","42","113594","0.0-5.0-2.18","","","","","","207","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":362},{""stimulus"":""img/green_lw/8.jpg"",""time"":422},{""stimulus"":""img/green_lw/9.jpg"",""time"":482},{""stimulus"":""img/green_lw/10.jpg"",""time"":542},{""stimulus"":""img/green_lw/11.jpg"",""time"":602}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","43","114010","0.0-5.0-1.19","","415","","img/green_lw/choose11.jpg","2","206","red","0.5","0.5","0.5","l","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","44","114674","0.0-5.0-2.19","","","","","","206","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":362},{""stimulus"":""img/red_ll/8.jpg"",""time"":422},{""stimulus"":""img/red_ll/9.jpg"",""time"":482},{""stimulus"":""img/red_ll/10.jpg"",""time"":543},{""stimulus"":""img/red_ll/11.jpg"",""time"":602}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","45","115027","0.0-5.0-1.20","","351","","img/red_ll/choose11.jpg","2","205","red","0.5","0.5","0.5","w","",""
"","","","","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","animation","46","115694","0.0-5.0-2.20","","","","","","205","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":254},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":366},{""stimulus"":""img/red_lw/8.jpg"",""time"":427},{""stimulus"":""img/red_lw/9.jpg"",""time"":486},{""stimulus"":""img/red_lw/10.jpg"",""time"":546},{""stimulus"":""img/red_lw/11.jpg"",""time"":606}]","[]"
"","","","choice","","62ded68be9e12bf448a7ffdb","bdp_lott","Sat Mar 25 2023 19:27:02 GMT-0700 (Pacific Daylight Time)","344432","green","red","image-keyboard-response","47","115927","0.0-5.0-1.21","","232","","img/red_lw/choose11.jpg","1","204","green","0.5","0.5","0.5","l","",""
