"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","10","361847","0.0-6.0-2.1","","9015","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Ryan W</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","11","362107","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Ryan W</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","12","362615","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","13","372078","0.0-6.0-2.2","","9461","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Derek S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","14","372345","0.0-6.0-3.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$69<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Derek S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","15","372852","0.0-6.0-1.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","16","380386","0.0-6.0-2.3","","7533","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Jenna S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3","OTHER"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","17","380642","0.0-6.0-3.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Jenna S</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","18","381156","0.0-6.0-1.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","19","384936","0.0-6.0-2.4","","3779","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","20","385201","0.0-6.0-3.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","21","385712","0.0-6.0-1.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","22","393642","0.0-6.0-2.5","","7928","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","23","393899","0.0-6.0-3.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","24","394406","0.0-6.0-1.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","25","398752","0.0-6.0-2.6","","4345","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Derek S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","26","399011","0.0-6.0-3.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Derek S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","27","399518","0.0-6.0-1.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","28","402339","0.0-6.0-2.7","","2821","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","29","402605","0.0-6.0-3.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","30","403116","0.0-6.0-1.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","31","407262","0.0-6.0-2.8","","4146","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Jenna S</div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$27<br>for<br>yourself","$50<br>for<br>3","1","27","50","3","OTHER"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","32","407518","0.0-6.0-3.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Jenna S</font></div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$27<br>for<br>yourself","$50<br>for<br>3","1","27","50","3",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","33","408027","0.0-6.0-1.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","34","420551","0.0-6.0-2.9","","12524","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Derek S</div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4","OTHER"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","35","420812","0.0-6.0-3.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Derek S</font></div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","36","421314","0.0-6.0-1.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","37","426979","0.0-6.0-2.10","","5664","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Jenna S</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3","OTHER"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","38","427242","0.0-6.0-3.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Jenna S</font></div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","39","427748","0.0-6.0-1.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","40","432830","0.0-6.0-2.11","","5080","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Derek S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$49<br>for<br>yourself","$60<br>for<br>4","0","49","60","4","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","41","433090","0.0-6.0-3.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$49<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Derek S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","0","49","60","4",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","42","433592","0.0-6.0-1.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","43","438610","0.0-6.0-2.12","","5016","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","44","438865","0.0-6.0-3.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","45","439374","0.0-6.0-1.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","46","452133","0.0-6.0-2.13","","12757","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Bill D</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br>for<br>yourself","$35<br>for<br>2","1","15","35","2","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","47","452394","0.0-6.0-3.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Bill D</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","1","15","35","2",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","48","452902","0.0-6.0-1.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","49","457927","0.0-6.0-2.14","","5022","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5","SELF"
"","","","offerFB","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","50","458181","0.0-6.0-3.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Ryan W</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5",""
"","","","FIX","5e03f8517f08edece67a3137","bdp_sd","Sat Mar 25 2023 17:15:18 GMT-0700 (Pacific Daylight Time)","530322","html-keyboard-response","51","458694","0.0-6.0-1.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
