"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"html-keyboard-response","7","187619","0.0-6.0-2.0","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","2934","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Elizabeth L</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4","OTHER"
"html-keyboard-response","8","187875","0.0-6.0-3.0","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Elizabeth L</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4",""
"html-keyboard-response","9","188389","0.0-6.0-1.1","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","10","191489","0.0-6.0-2.1","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","3099","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Vlad T</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5","SELF"
"html-keyboard-response","11","191749","0.0-6.0-3.1","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Vlad T</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5",""
"html-keyboard-response","12","192261","0.0-6.0-1.2","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","13","194849","0.0-6.0-2.2","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","2586","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Andy F</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15<br>for<br>yourself","$35<br>for<br>2","1","15","35","2","OTHER"
"html-keyboard-response","14","195109","0.0-6.0-3.2","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>Andy F</font></div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","1","15","35","2",""
"html-keyboard-response","15","195619","0.0-6.0-1.3","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","16","197216","0.0-6.0-2.3","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","1596","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Elizabeth L</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4","OTHER"
"html-keyboard-response","17","197474","0.0-6.0-3.3","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Elizabeth L</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4",""
"html-keyboard-response","18","197978","0.0-6.0-1.4","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","19","199796","0.0-6.0-2.4","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","1816","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Elizabeth L</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br>for<br>yourself","$50<br>for<br>4","0","34","50","4","OTHER"
"html-keyboard-response","20","200051","0.0-6.0-3.4","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Elizabeth L</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$50<br>for<br>4","0","34","50","4",""
"html-keyboard-response","21","200565","0.0-6.0-1.5","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","22","202826","0.0-6.0-2.5","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","2260","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Vlad T</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5","SELF"
"html-keyboard-response","23","203081","0.0-6.0-3.5","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Vlad T</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5",""
"html-keyboard-response","24","203589","0.0-6.0-1.6","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","25","206131","0.0-6.0-2.6","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","2540","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Andrew T</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3","OTHER"
"html-keyboard-response","26","206389","0.0-6.0-3.6","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>Andrew T</font></div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3",""
"html-keyboard-response","27","206901","0.0-6.0-1.7","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","28","208890","0.0-6.0-2.7","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","1987","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Andy F</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$33<br>for<br>yourself","$80<br>for<br>2","0","33","80","2","OTHER"
"html-keyboard-response","29","209149","0.0-6.0-3.7","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Andy F</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$33<br>for<br>yourself","$80<br>for<br>2","0","33","80","2",""
"html-keyboard-response","30","209658","0.0-6.0-1.8","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","31","211831","0.0-6.0-2.8","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","2171","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Daniella P</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1","OTHER"
"html-keyboard-response","32","212090","0.0-6.0-3.8","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Daniella P</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1",""
"html-keyboard-response","33","212593","0.0-6.0-1.9","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","34","214155","0.0-6.0-2.9","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","1561","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Elizabeth L</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","OTHER"
"html-keyboard-response","35","214410","0.0-6.0-3.9","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Elizabeth L</font></div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4",""
"html-keyboard-response","36","214915","0.0-6.0-1.10","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","37","216776","0.0-6.0-2.10","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","1860","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Vlad T</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$67<br>for<br>yourself","$75<br>for<br>5","0","67","75","5","SELF"
"html-keyboard-response","38","217034","0.0-6.0-3.10","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$67<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Vlad T</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","0","67","75","5",""
"html-keyboard-response","39","217538","0.0-6.0-1.11","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","40","219328","0.0-6.0-2.11","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","1790","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Andy F</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2","OTHER"
"html-keyboard-response","41","219589","0.0-6.0-3.11","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Andy F</font></div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2",""
"html-keyboard-response","42","220098","0.0-6.0-1.12","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","43","222925","0.0-6.0-2.12","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","2826","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Elizabeth L</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","0","49","60","4","OTHER"
"html-keyboard-response","44","223181","0.0-6.0-3.12","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Elizabeth L</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","0","49","60","4",""
"html-keyboard-response","45","223689","0.0-6.0-1.13","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","46","228930","0.0-6.0-2.13","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","5240","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Vlad T</div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5","OTHER"
"html-keyboard-response","47","229189","0.0-6.0-3.13","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Vlad T</font></div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5",""
"html-keyboard-response","48","229700","0.0-6.0-1.14","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","49","232379","0.0-6.0-2.14","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","2677","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Andrew T</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3","OTHER"
"html-keyboard-response","50","232634","0.0-6.0-3.14","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Andrew T</font></div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3",""
"html-keyboard-response","51","233139","0.0-6.0-1.15","5b9b422307c6960001614c35","bdp_sd","Tue Mar 28 2023 22:44:26 GMT-0400 (Eastern Daylight Time)","268781","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
