"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"html-keyboard-response","11","171316","0.0-6.0-3.1","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Donald F</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"html-keyboard-response","12","171819","0.0-6.0-1.2","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","13","173887","0.0-6.0-2.2","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","2067","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Donald F</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5","SELF"
"html-keyboard-response","14","174140","0.0-6.0-3.2","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Donald F</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5",""
"html-keyboard-response","15","174641","0.0-6.0-1.3","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","16","175993","0.0-6.0-2.3","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1351","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Roger C</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1","OTHER"
"html-keyboard-response","17","176244","0.0-6.0-3.3","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Roger C</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1",""
"html-keyboard-response","18","176746","0.0-6.0-1.4","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","19","178092","0.0-6.0-2.4","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1345","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Kayla E</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","OTHER"
"html-keyboard-response","20","178344","0.0-6.0-3.4","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Kayla E</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3",""
"html-keyboard-response","21","178846","0.0-6.0-1.5","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","22","180077","0.0-6.0-2.5","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1231","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Kayla E</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3","OTHER"
"html-keyboard-response","23","180330","0.0-6.0-3.5","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Kayla E</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3",""
"html-keyboard-response","24","180832","0.0-6.0-1.6","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","25","182163","0.0-6.0-2.6","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1330","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Kayla E</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br>for<br>yourself","$35<br>for<br>3","0","24","35","3","SELF"
"html-keyboard-response","26","182416","0.0-6.0-3.6","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$24<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Kayla E</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","0","24","35","3",""
"html-keyboard-response","27","182917","0.0-6.0-1.7","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","28","184453","0.0-6.0-2.7","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1535","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Robert M</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","OTHER"
"html-keyboard-response","29","184705","0.0-6.0-3.7","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Robert M</font></div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4",""
"html-keyboard-response","30","185206","0.0-6.0-1.8","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","31","186546","0.0-6.0-2.8","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1338","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Robert M</div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4","OTHER"
"html-keyboard-response","32","186797","0.0-6.0-3.8","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Robert M</font></div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4",""
"html-keyboard-response","33","187299","0.0-6.0-1.9","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","34","188559","0.0-6.0-2.9","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1259","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Donald F</div></div><div class='cr'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$78<br>for<br>yourself","$80<br>for<br>5","1","78","80","5","SELF"
"html-keyboard-response","35","188812","0.0-6.0-3.9","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Donald F</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$78<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$78<br>for<br>yourself","$80<br>for<br>5","1","78","80","5",""
"html-keyboard-response","36","189314","0.0-6.0-1.10","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","37","190607","0.0-6.0-2.10","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1292","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Robert M</div></div><div class='cr'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br>for<br>yourself","$85<br>for<br>4","1","69","85","4","SELF"
"html-keyboard-response","38","190858","0.0-6.0-3.10","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Robert M</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$69<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","1","69","85","4",""
"html-keyboard-response","39","191360","0.0-6.0-1.11","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","40","192659","0.0-6.0-2.11","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1298","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Donald F</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5","OTHER"
"html-keyboard-response","41","192911","0.0-6.0-3.11","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Donald F</font></div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5",""
"html-keyboard-response","42","193413","0.0-6.0-1.12","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","43","194799","0.0-6.0-2.12","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1385","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Kayla E</div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3","OTHER"
"html-keyboard-response","44","195051","0.0-6.0-3.12","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Kayla E</font></div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3",""
"html-keyboard-response","45","195556","0.0-6.0-1.13","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","46","196765","0.0-6.0-2.13","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1207","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Kayla E</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3","OTHER"
"html-keyboard-response","47","197017","0.0-6.0-3.13","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Kayla E</font></div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3",""
"html-keyboard-response","48","197519","0.0-6.0-1.14","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","49","198800","0.0-6.0-2.14","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offer","","","1280","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Robert M</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4","OTHER"
"html-keyboard-response","50","199053","0.0-6.0-3.14","63d42387aba51e699ab9ce5c","bdp_sd","Fri Mar 24 2023 21:25:28 GMT-0400 (Eastern Daylight Time)","224398","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Robert M</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4",""
