"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"html-keyboard-response","14","327689","0.0-6.0-3.2","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$33<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>William C</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33<br>for<br>yourself","$80<br>for<br>2","0","33","80","2",""
"html-keyboard-response","15","328190","0.0-6.0-1.3","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","16","339697","0.0-6.0-2.3","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","11506","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Brittany O</div></div><div class='cr'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4","SELF"
"html-keyboard-response","17","339950","0.0-6.0-3.3","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Brittany O</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4",""
"html-keyboard-response","18","340451","0.0-6.0-1.4","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","19","344583","0.0-6.0-2.4","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","4131","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Brittany O</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4","SELF"
"html-keyboard-response","20","344835","0.0-6.0-3.4","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Brittany O</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4",""
"html-keyboard-response","21","345336","0.0-6.0-1.5","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","22","351034","0.0-6.0-2.5","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","5697","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Madyson S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5","SELF"
"html-keyboard-response","23","351286","0.0-6.0-3.5","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Madyson S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5",""
"html-keyboard-response","24","351787","0.0-6.0-1.6","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","25","354478","0.0-6.0-2.6","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","2690","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Madyson S</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF"
"html-keyboard-response","26","354730","0.0-6.0-3.6","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Madyson S</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5",""
"html-keyboard-response","27","355231","0.0-6.0-1.7","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","28","359624","0.0-6.0-2.7","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","4392","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Madyson S</div></div><div class='cr'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5","SELF"
"html-keyboard-response","29","359876","0.0-6.0-3.7","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Madyson S</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$67<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5",""
"html-keyboard-response","30","360379","0.0-6.0-1.8","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","31","369902","0.0-6.0-2.8","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","9523","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Diane M</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","OTHER"
"html-keyboard-response","32","370155","0.0-6.0-3.8","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Diane M</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3",""
"html-keyboard-response","33","370658","0.0-6.0-1.9","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","34","375490","0.0-6.0-2.9","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","4831","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Diane M</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3","OTHER"
"html-keyboard-response","35","375742","0.0-6.0-3.9","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Diane M</font></div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3",""
"html-keyboard-response","36","376243","0.0-6.0-1.10","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","37","381346","0.0-6.0-2.10","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","5101","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Diane M</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$27<br>for<br>yourself","$50<br>for<br>3","0","27","50","3","SELF"
"html-keyboard-response","38","381598","0.0-6.0-3.10","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$27<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Diane M</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$27<br>for<br>yourself","$50<br>for<br>3","0","27","50","3",""
"html-keyboard-response","39","382100","0.0-6.0-1.11","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","40","385226","0.0-6.0-2.11","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","3124","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Madyson S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5","SELF"
"html-keyboard-response","41","385478","0.0-6.0-3.11","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Madyson S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5",""
"html-keyboard-response","42","385979","0.0-6.0-1.12","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","43","389143","0.0-6.0-2.12","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","3164","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Madyson S</div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5","SELF"
"html-keyboard-response","44","389395","0.0-6.0-3.12","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Madyson S</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5",""
"html-keyboard-response","45","389897","0.0-6.0-1.13","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","46","392435","0.0-6.0-2.13","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","2537","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Brittany O</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4","SELF"
"html-keyboard-response","47","392686","0.0-6.0-3.13","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$69<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Brittany O</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4",""
"html-keyboard-response","48","393188","0.0-6.0-1.14","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","49","395623","0.0-6.0-2.14","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offer","","","2434","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Madyson S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5","SELF"
"html-keyboard-response","50","395875","0.0-6.0-3.14","60ae62a5004d7bdf5428bb95","bdp_sd","Tue Apr 04 2023 12:28:28 GMT-0700 (Pacific Daylight Time)","453598","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Madyson S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5",""
