"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"html-keyboard-response","11","359102","0.0-6.0-3.1","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Linda J</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4",""
"html-keyboard-response","12","359604","0.0-6.0-1.2","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","13","363265","0.0-6.0-2.2","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","3660","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Briana G</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1","OTHER"
"html-keyboard-response","14","363518","0.0-6.0-3.2","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Briana G</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1",""
"html-keyboard-response","15","364020","0.0-6.0-1.3","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","16","366403","0.0-6.0-2.3","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","2382","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$78<br>for<br>yourself","$80<br>for<br>5","1","78","80","5","SELF"
"html-keyboard-response","17","366655","0.0-6.0-3.3","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$78<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$78<br>for<br>yourself","$80<br>for<br>5","1","78","80","5",""
"html-keyboard-response","18","367157","0.0-6.0-1.4","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","19","370451","0.0-6.0-2.4","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","3292","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Keela V</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","OTHER"
"html-keyboard-response","20","370704","0.0-6.0-3.4","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Keela V</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2",""
"html-keyboard-response","21","371205","0.0-6.0-1.5","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","22","376612","0.0-6.0-2.5","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","5405","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Linda J</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4","SELF"
"html-keyboard-response","23","376866","0.0-6.0-3.5","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Linda J</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4",""
"html-keyboard-response","24","377368","0.0-6.0-1.6","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","25","379602","0.0-6.0-2.6","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","2231","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Shu L</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3","OTHER"
"html-keyboard-response","26","379855","0.0-6.0-3.6","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Shu L</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3",""
"html-keyboard-response","27","380357","0.0-6.0-1.7","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","28","387859","0.0-6.0-2.7","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","7501","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Celeste Y</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$47<br>for<br>yourself","$50<br>for<br>5","0","47","50","5","SELF"
"html-keyboard-response","29","388114","0.0-6.0-3.7","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$47<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Celeste Y</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$47<br>for<br>yourself","$50<br>for<br>5","0","47","50","5",""
"html-keyboard-response","30","388615","0.0-6.0-1.8","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","31","390354","0.0-6.0-2.8","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1736","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Celeste Y</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","SELF"
"html-keyboard-response","32","390605","0.0-6.0-3.8","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Celeste Y</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5",""
"html-keyboard-response","33","391107","0.0-6.0-1.9","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","34","392802","0.0-6.0-2.9","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1693","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Linda J</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","SELF"
"html-keyboard-response","35","393055","0.0-6.0-3.9","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Linda J</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4",""
"html-keyboard-response","36","393557","0.0-6.0-1.10","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","37","396722","0.0-6.0-2.10","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","3164","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Linda J</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4","OTHER"
"html-keyboard-response","38","396975","0.0-6.0-3.10","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Linda J</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4",""
"html-keyboard-response","39","397477","0.0-6.0-1.11","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","40","400339","0.0-6.0-2.11","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","2861","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Linda J</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4","OTHER"
"html-keyboard-response","41","400593","0.0-6.0-3.11","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Linda J</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4",""
"html-keyboard-response","42","401095","0.0-6.0-1.12","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","43","404371","0.0-6.0-2.12","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","3274","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Linda J</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4","SELF"
"html-keyboard-response","44","404625","0.0-6.0-3.12","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Linda J</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4",""
"html-keyboard-response","45","405127","0.0-6.0-1.13","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","46","406770","0.0-6.0-2.13","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1642","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Keela V</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$33<br>for<br>yourself","$80<br>for<br>2","0","33","80","2","OTHER"
"html-keyboard-response","47","407022","0.0-6.0-3.13","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Keela V</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$33<br>for<br>yourself","$80<br>for<br>2","0","33","80","2",""
"html-keyboard-response","48","407524","0.0-6.0-1.14","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","49","409937","0.0-6.0-2.14","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","2412","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Linda J</div></div><div class='cr'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40<br>for<br>yourself","$55<br>for<br>4","1","40","55","4","SELF"
"html-keyboard-response","50","410189","0.0-6.0-3.14","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Linda J</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$40<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40<br>for<br>yourself","$55<br>for<br>4","1","40","55","4",""
"html-keyboard-response","51","410692","0.0-6.0-1.15","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
