"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen","numBlurs"
"html-keyboard-response","15","255443","0.0-6.0-2.3","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","4235","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Tyree N</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","OTHER",""
"html-keyboard-response","16","255709","0.0-6.0-3.3","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Tyree N</font></div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","",""
"html-keyboard-response","17","256222","0.0-6.0-1.4","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","18","259726","0.0-6.0-2.4","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","3502","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Kate C</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF",""
"html-keyboard-response","19","259978","0.0-6.0-3.4","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Kate C</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","",""
"html-keyboard-response","20","260521","0.0-6.0-1.5","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","21","263731","0.0-6.0-2.5","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","3208","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>John J</div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$27<br>for<br>yourself","$50<br>for<br>3","1","27","50","3","OTHER",""
"html-keyboard-response","22","263986","0.0-6.0-3.5","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>John J</font></div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$27<br>for<br>yourself","$50<br>for<br>3","1","27","50","3","",""
"html-keyboard-response","23","264502","0.0-6.0-1.6","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","24","267659","0.0-6.0-2.6","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","3156","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Kate C</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","SELF",""
"html-keyboard-response","25","267913","0.0-6.0-3.6","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Kate C</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","",""
"html-keyboard-response","26","268424","0.0-6.0-1.7","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","27","271655","0.0-6.0-2.7","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","3229","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Kate C</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5","SELF",""
"html-keyboard-response","28","271912","0.0-6.0-3.7","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Kate C</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5","",""
"html-keyboard-response","29","272415","0.0-6.0-1.8","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","30","275711","0.0-6.0-2.8","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","3294","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>John J</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","OTHER",""
"html-keyboard-response","31","275964","0.0-6.0-3.8","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>John J</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","",""
"html-keyboard-response","32","276479","0.0-6.0-1.9","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","33","282766","0.0-6.0-2.9","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","6285","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Tyree N</div></div><div class='cr'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40<br>for<br>yourself","$55<br>for<br>4","1","40","55","4","OTHER",""
"html-keyboard-response","34","283026","0.0-6.0-3.9","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Tyree N</font></div></div><div class='cr'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40<br>for<br>yourself","$55<br>for<br>4","1","40","55","4","",""
"html-keyboard-response","35","283537","0.0-6.0-1.10","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","36","286859","0.0-6.0-2.10","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","3321","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Kate C</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5","SELF",""
"html-keyboard-response","37","287117","0.0-6.0-3.10","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Kate C</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5","",""
"html-keyboard-response","38","287620","0.0-6.0-1.11","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","39","290060","0.0-6.0-2.11","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","2438","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Deja J</div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1","OTHER",""
"html-keyboard-response","40","290312","0.0-6.0-3.11","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Deja J</font></div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1","",""
"html-keyboard-response","41","290824","0.0-6.0-1.12","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","42","292371","0.0-6.0-2.12","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","1545","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Deja J</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1","OTHER",""
"html-keyboard-response","43","292630","0.0-6.0-3.12","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Deja J</font></div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1","",""
"html-keyboard-response","44","293144","0.0-6.0-1.13","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","45","296494","0.0-6.0-2.13","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","3349","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>John J</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3","OTHER",""
"html-keyboard-response","46","296749","0.0-6.0-3.13","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>John J</font></div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3","",""
"html-keyboard-response","47","297262","0.0-6.0-1.14","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","48","299133","0.0-6.0-2.14","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","1870","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Aiesha K</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","OTHER",""
"html-keyboard-response","49","299395","0.0-6.0-3.14","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Aiesha K</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","",""
"html-keyboard-response","50","299907","0.0-6.0-1.15","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","51","301956","0.0-6.0-2.15","63d83eafdd418ada3528719e","bdp_sd","Mon Mar 27 2023 16:49:31 GMT-0400 (Eastern Daylight Time)","362703","","2048","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Aiesha K</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$33<br>for<br>yourself","$80<br>for<br>2","0","33","80","2","OTHER",""
